as_rank,as_number,as_name,org_name,as_type,no_ases,no_ip4_prefixes,no_ip4_addresses,pc_ases,pc_ip4_prefixes,pc_ip4_addresses,as_transit_degree
10660,57138,MARCOP-COM...,SENSITIVE LINE S.R.L.,En,1,11,"6,912",0.00%,0.00%,0.00%,0
10660,40866,MYSERVER-D...,"MyServer.org, Inc.",En,1,11,"6,912",0.00%,0.00%,0.00%,0
10662,8888,RUSERVICE-...,LLC RU-service,En,1,11,"6,656",0.00%,0.00%,0.00%,2
10662,46785,QUASAR-DAT...,"QUASAR DATA CENTER, LTD.",Co,1,11,"6,656",0.00%,0.00%,0.00%,2
10662,60558,SECUREDSER...,"PHOENIX NAP, LLC.",Co,1,11,"6,656",0.00%,0.00%,0.00%,0
10662,33623,ALHNVL-HAY...,Hayneville Telephone Company,Tr/Ac,1,11,"6,656",0.00%,0.00%,0.00%,0
10662,21904,POWER1COM,PowerOne Internet LLC,En,1,11,"6,656",0.00%,0.00%,0.00%,0
10662,13900,CBN,"Christian Broadcasting Network, Inc.",En,1,11,"6,656",0.00%,0.00%,0.00%,0
10662,22838,GIONA-US,Unilever GIO NA,Co,1,11,"6,656",0.00%,0.00%,0.00%,0
10662,12601,CEGEDIM,CEGEDIM S.A.,En,1,11,"6,656",0.00%,0.00%,0.00%,3
10662,42455,Wi-Manx-AS,Wi-Manx Limited,Tr/Ac,1,11,"6,656",0.00%,0.00%,0.00%,0
10662,17207,COLOR-COLL,Colorado College,En,1,11,"6,656",0.00%,0.00%,0.00%,0
10662,34756,ASN-GVRH,Infostrada Connect B.V.,Co,1,11,"6,656",0.00%,0.00%,0.00%,0
10673,19613,MICRO-GENERAL,Fidelity National Financial Inc.,Co,1,11,"6,400",0.00%,0.00%,0.00%,0
10673,16438,SATLCMINT01,Satelcom Internet Inc.,Tr/Ac,1,11,"6,400",0.00%,0.00%,0.00%,0
10675,15720,(no data),Postecom s.p.a. Autonomous System,Co,1,11,"6,144",0.00%,0.00%,0.00%,0
10675,54444,AVESTA-NET...,Avesta Networks LLC,Tr/Ac,1,11,"6,144",0.00%,0.00%,0.00%,0
10675,22030,ZIPCON-AS-1,Zipcon,Tr/Ac,1,11,"6,144",0.00%,0.00%,0.00%,0
10675,9639,DIT-AS-KR,Dongeui Institute of Technology,Tr/Ac,1,11,"6,144",0.00%,0.00%,0.00%,0
10675,8221,ISABEL,ISABEL N.V.,En,1,11,"6,144",0.00%,0.00%,0.00%,0
10675,13341,TRANQUILITY,Tranquility Internet Services Inc.,Tr/Ac,1,11,"6,144",0.00%,0.00%,0.00%,0
10675,262387,(no data),Intermicro Ltda,Tr/Ac,1,11,"6,144",0.00%,0.00%,0.00%,0
10675,38067,RADIANT,Radiant Communications Limited,Tr/Ac,1,11,"6,144",0.00%,0.00%,0.00%,0
10683,16525,KBR,KBR,En,1,11,"5,632",0.00%,0.00%,0.00%,0
10684,22907,ACSSLS,ACS State and Local Solutions,Co,1,11,"5,376",0.00%,0.00%,0.00%,0
10684,16608,KENTEC,"Kentec Communications, Inc.",Tr/Ac,1,11,"5,376",0.00%,0.00%,0.00%,0
10686,51333,SKYNET-TRA...,SKYNET TRADING SRL,En,1,11,"5,120",0.00%,0.00%,0.00%,0
10686,262715,(no data),Caezar Provedor de Internet LTDA,Tr/Ac,1,11,"5,120",0.00%,0.00%,0.00%,0
10686,30269,OLDC-AS1,ONLINE DOOR COUNTY,Tr/Ac,1,11,"5,120",0.00%,0.00%,0.00%,0
10686,14203,JUNIPER-NE...,"Juniper Networks, Inc.",En,1,11,"5,120",0.00%,0.00%,0.00%,0
10686,53587,CLOUDDDOS,"CLOUDDDOS TECHNOLOGY CO.,LIMITED",Co,1,11,"5,120",0.00%,0.00%,0.00%,0
10686,7238,MACROVISIO...,Rovi Corporation,En,1,11,"5,120",0.00%,0.00%,0.00%,0
10686,55625,CWUNET-AS-KR,Chungwoon University,En,1,11,"5,120",0.00%,0.00%,0.00%,0
10693,198726,KOMDSL,Thuega MeteringService GmbH,Tr/Ac,1,11,"4,864",0.00%,0.00%,0.00%,0
10694,11135,CROSS-DEVE...,Cross Development/Montgomery LP,Tr/Ac,1,11,"4,608",0.00%,0.00%,0.00%,2
10694,45052,JONY-GLOBA...,JONY GLOBAL GSM SRL,En,1,11,"4,608",0.00%,0.00%,0.00%,0
10694,10596,JETNET,Jet.Net Internet Services,En,1,11,"4,608",0.00%,0.00%,0.00%,0
10694,29902,COMPLETE-C...,Complete Computers,En,1,11,"4,608",0.00%,0.00%,0.00%,0
10694,197860,ASKAOSDE,KAOS redes IP,Tr/Ac,1,11,"4,608",0.00%,0.00%,0.00%,0
10694,29688,VOSTOKLTD,Vostok Ltd.,Tr/Ac,1,11,"4,608",0.00%,0.00%,0.00%,0
10694,45815,HOSTCOIN-A...,ESDS Software Solution Pvt. Ltd.,Co,1,11,"4,608",0.00%,0.00%,0.00%,0
10694,41079,SUPERHOST-...,SuperHost.pl sp. z o.o.,Co,1,11,"4,608",0.00%,0.00%,0.00%,0
10694,33854,HOSTIT-AS-NN,Nuco Technologies Ltd,Tr/Ac,1,11,"4,608",0.00%,0.00%,0.00%,0
10694,21603,(no data),"Universidad La Salle, AC",En,1,11,"4,608",0.00%,0.00%,0.00%,0
10704,13581,SOFTWAREHOUSE,SHI International Corp.,En,1,11,"4,352",0.00%,0.00%,0.00%,0
10704,52073,ASN-4ALB,4ALB shpk,Tr/Ac,1,11,"4,352",0.00%,0.00%,0.00%,3
10704,14313,CMCMGMT01,CLEARVIEW MANAGEMENT CONSULTANTS,Co,1,11,"4,352",0.00%,0.00%,0.00%,0
10704,18546,CINCINNATI,Accenture LLP,En,1,11,"4,352",0.00%,0.00%,0.00%,0
10704,39707,SINFORM-AS,"OOO ""SvyazInform""",Tr/Ac,1,11,"4,352",0.00%,0.00%,0.00%,0
10704,28022,(no data),CRISP S.A.,En,1,11,"4,352",0.00%,0.00%,0.00%,2
10704,10469,FIRSTNET,FIRST Inc.,En,1,11,"4,352",0.00%,0.00%,0.00%,0
10711,44898,GUEST,GUEST.IT s.r.l.,Co,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,28291,(no data),MINISTERIO DA SAUDE,En,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,56463,ASAVICENA,"OOO ""BSCOM""",Tr/Ac,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,34035,IP-TEL-AS,Voxcom-technology LLC,En,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,51695,NETAS-AS,Nortel Networks Netas Telekomunikasyon A.S.,En,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,53834,DINCL,dinCloud Inc.,En,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,30016,AS01-NATC-...,North American Telecommunications Corporation,En,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,43247,YAMONEY-AS,"""Yandex.Money"" NBCO LLC",En,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,262653,(no data),PORTALMAIL INFORMATICA LTDA,Tr/Ac,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,6566,TROWE-NET,T. Rowe Price,En,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,27669,(no data),E-life Paraguay S.A.,Tr/Ac,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,30513,DYNAMIC-IN...,DYNAMIC INTERNET,Co,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,31185,TNPKO-AS,OJSC Rostelecom,Tr/Ac,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,13513,INET-SYSTE...,iNET Systems Corp.,En,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,7499,CNS-HK-AS,China Network Services (HK) Ltd AS,Tr/Ac,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,262519,(no data),BIA PADUA INTERNET E S.C.M. LTDA,Tr/Ac,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,25642,SPIDERHOST,Spiderhost Inc,Co,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,28133,(no data),Provedor Eloinet Ltda,Tr/Ac,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,327687,RENU,Research and Education Network of Uganda,En,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,262671,(no data),S & M Informática Ltda.,Tr/Ac,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,41520,STARTEL-AS,"""StarTel Company"" Ltd",En,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,45710,CHOICENET-...,"Yudhawira Khatulistiwa, PT",Tr/Ac,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,30313,IRS,Internal Revenue Service,En,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,52742,(no data),HELP INTERNET,Tr/Ac,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,42220,SIAPI-AS,TREVENQUE SISTEMAS DE INFORMACION S.L.,Co,1,11,"4,096",0.00%,0.00%,0.00%,0
10711,24997,GE-CDN-AS,CDN,Tr/Ac,1,11,"4,096",0.00%,0.00%,0.00%,2
10737,17056,CIPHERSPACE,"CipherSpace, LLC",En,1,11,"3,840",0.00%,0.00%,0.00%,0
10737,39804,VDAB,Vlaamse Dienst voor Arbeidsbemiddelling en Beroepsopleiding,En,1,11,"3,840",0.00%,0.00%,0.00%,0
10737,26667,RUBICONPRO...,"The Rubicon Project, Inc.",Co,1,11,"3,840",0.00%,0.00%,0.00%,0
10737,8528,RENAULT,RENAULT SAS,En,1,11,"3,840",0.00%,0.00%,0.00%,0
10737,35873,MOVE-NETWORKS,"Move Networks, inc.",En,1,11,"3,840",0.00%,0.00%,0.00%,0
10737,262498,(no data),Sudoeste Telecom Ltda - ME,Tr/Ac,1,11,"3,840",0.00%,0.00%,0.00%,0
10743,60441,GEKOS-TREND,Gekos Trend SRL,En,1,11,"3,584",0.00%,0.00%,0.00%,0
10743,16887,AETHERNETS...,Aethernet LLC,Tr/Ac,1,11,"3,584",0.00%,0.00%,0.00%,2
10743,1904,DNIC-AS-01904,DoD Network Information Center,En,1,11,"3,584",0.00%,0.00%,0.00%,0
10743,18781,BITSHOP,"BitShop, Inc.",En,1,11,"3,584",0.00%,0.00%,0.00%,0
10743,1406,MOTOROLA-M...,Motorola Inc,Co,1,11,"3,584",0.00%,0.00%,0.00%,0
10743,56887,MDC-MEDIA-...,SC TECHNOLOGICAL SRL,En,1,11,"3,584",0.00%,0.00%,0.00%,0
10743,263114,(no data),Kiwi Networks S A P I de CV,Tr/Ac,1,11,"3,584",0.00%,0.00%,0.00%,2
10743,17453,CYQ-AS,AUTONOMOUS SYTEM FOR MUMBAI-IDC,Co,1,11,"3,584",0.00%,0.00%,0.00%,0
10751,34253,WPP-EMEA-AS,WPP 2005 Limited,En,1,11,"3,328",0.00%,0.00%,0.00%,0
10751,6984,NYNEX-AS,Verizon Data Services LLC,En,1,11,"3,328",0.00%,0.00%,0.00%,0
10751,51993,region-tv-as,LLC Telekompaniya Region,Tr/Ac,1,11,"3,328",0.00%,0.00%,0.00%,0
10751,46851,IPARADIGMS,"iParadigms, LLC",Co,1,11,"3,328",0.00%,0.00%,0.00%,0
10751,56822,UNILAN,Universal Telecom Experts S.L,Tr/Ac,1,11,"3,328",0.00%,0.00%,0.00%,0
10751,49907,LBN-AS,LIGHT BULB NET S.R.L.,En,1,11,"3,328",0.00%,0.00%,0.00%,0
10751,23255,PACIFICORP,Pacificorp,En,1,11,"3,328",0.00%,0.00%,0.00%,0
10751,61071,NETBOX-AS,Netbox Ltd.,Tr/Ac,1,11,"3,328",0.00%,0.00%,0.00%,0
10751,37173,GETESA,GETESA (Orange Equatorial Guinea),Tr/Ac,1,11,"3,328",0.00%,0.00%,0.00%,0
10751,20650,TOLEDO-AS,IP NEXIA N.V.,Tr/Ac,1,11,"3,328",0.00%,0.00%,0.00%,0
10761,46784,DPW,Davis Polk & Wardwell,En,1,11,"3,072",0.00%,0.00%,0.00%,0
10761,262494,(no data),Virtex Ltda,Tr/Ac,1,11,"3,072",0.00%,0.00%,0.00%,5
10761,262491,(no data),Saulo J. de Moura Borba ME,Tr/Ac,1,11,"3,072",0.00%,0.00%,0.00%,0
10761,3178,WideTeleco...,FastLine For Communication And Information Technology Ltd,Tr/Ac,1,11,"3,072",0.00%,0.00%,0.00%,0
10761,132420,E2E-NETWOR...,"282, Sector 19",En,1,11,"3,072",0.00%,0.00%,0.00%,0
10761,20285,INFINITECA...,"Infinite Campus, Incorporated",En,1,11,"3,072",0.00%,0.00%,0.00%,0
10761,20362,THOMSON-TH...,THOMSON & THOMSON,En,1,11,"3,072",0.00%,0.00%,0.00%,0
10761,11807,GAMELOFT,Divertissements GameLoft Inc,Tr/Ac,1,11,"3,072",0.00%,0.00%,0.00%,0
10761,10298,AS10298,"CACI Inc., Federal",En,1,11,"3,072",0.00%,0.00%,0.00%,0
10761,31747,BLACKROCK-...,"BlackRock Financial Management, Inc.",En,1,11,"3,072",0.00%,0.00%,0.00%,0
10761,36329,INTRADO,"Intrado, Inc.",En,1,11,"3,072",0.00%,0.00%,0.00%,0
10761,61030,ASTIMP-AS,Astimp Consulting SRL,En,1,11,"3,072",0.00%,0.00%,0.00%,0
10761,53902,MAGEMOJO,"MageMojo, LLC",Co,1,11,"3,072",0.00%,0.00%,0.00%,0
10761,57199,ARPC-AS,Peyk Navidsazan Farda Co. (Private Joint Stock),Tr/Ac,1,11,"3,072",0.00%,0.00%,0.00%,0
10775,55034,IGGCOM,IGG.COM,Tr/Ac,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,13114,(no data),NATIONWIDE BUILDING SOCIETY,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,45622,SKYBB-PILI...,"Bayan Telecommunications, Inc.",Tr/Ac,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,56740,DATAHATA-AS,DataHata Ltd,Co,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,47631,sipcom-net1,SIP Communications PLC,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,17565,ADC-BUDDYB-AS,"ADC co.,Ltd. Transit AS Internet service provider Thailand",Tr/Ac,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,48644,SEMELE,Semele Telekomunikasyon San ve Tic Ltd Sti,Tr/Ac,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,6040,DNIC-ASBLK...,DoD Network Information Center,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,8160,ROGERS-AS-...,Rogers Cable Communications Inc.,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,36782,KNS,Keyway Network Systems,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,52426,(no data),I-SUR WISP S.R.L.,Tr/Ac,1,11,"2,816",0.00%,0.00%,0.00%,2
10775,14294,AS14294,Fuzebox Software Corporation,Co,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,27735,(no data),Synapsis Soluciones y Servicios IT LTDA,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,20067,FORSYTHE01,Forsythe Technology,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,19480,CPL,CHICAGO PUBLIC LIBRARY,Tr/Ac,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,9752,FKNET-IN,Flipkart Internet Pvt Ltd,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,21416,TCINET-AS,CJSC Technical centre of Internet,Tr/Ac,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,10152,NEC-MELB-D...,NEC Australia Pty Ltd,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,36187,K2NETWORK,K2 Network Inc.,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,26821,REVNET,"Revelation Networks, Inc.",En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,197674,win-dsl-asn,WIN DSL s.a.r.l,Tr/Ac,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,49485,HA-SDC,High Availability Hosting Limited,Co,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,45284,WLSNET-AS-AP,Wireline Solution India Pvt Ltd.,Tr/Ac,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,17574,SMGCC-AS-KR,Seoul Metropolitan Government Computer Center,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,16774,MERCURYINS,Mercury Insurance Group,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,27069,DNIC-ASBLK...,DoD Network Information Center,Tr/Ac,1,11,"2,816",0.00%,0.00%,0.00%,2
10775,13501,OARNET-AS-2,OARnet,Tr/Ac,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,31404,Lycatel-AS,LYCATEL DISTRIBUTION UK LIMITED,Co,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,14630,Lycatel-AS,LYCATEL DISTRIBUTION UK LIMITED,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,23433,STAMPS-COM,STAMPS.COM,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,37094,CELLCOM,Cellcom Telecommunications Inc.,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,197039,NOMURA-NET...,Nomura International Plc,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,29479,CLUSTERTEC...,Clustertech AS,Tr/Ac,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,3585,AS3585,Tyco Electronics Corporation,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,13946,ETECHOHIO,eTech Ohio,Tr/Ac,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,46391,AS46391,Onlive,Co,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,22522,ULALAUNCH,"United Launch Alliance, LLC",En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,3586,JAMNET,University of the West Indies,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,19721,MHN,Magellan Health Services,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,30605,JACKHENRY-3,"Jack Henry & Associates, Inc.",Co,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,199236,EMARSYS-AS,EMARSYS eMarketing Systems AG,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,55298,ADK-AS-AP,AS Data(Hong Kong)Limited,Co,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,17873,BESTEZ-AS-KR,"Daewoo Securities Co., Ltd.",En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,33780,IGH-Accra,InternetGhana Co Ltd,Tr/Ac,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,15810,BBVA-AS,"Banco Bilbao Vizcaya Argentaria, S.A.",Co,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,12381,Resilans,Resilans AB,Tr/Ac,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,28382,(no data),"Universidad Iberoamericana, A.C.",En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,12195,(no data),"Universidad Iberoamericana, A.C.",En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,40685,ANACOMP-SD,Doculynx Inc.,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,16028,(no data),Orange S.A.,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,21051,NIVAL-AS,Limited liability company Mail.Ru,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,26718,WOLVERINE-...,"WOLVERINE TRADING TECHNOLOGIES, LLC",En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,23395,ELIASSPORT...,Elias Sports Bureau,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,29903,WRLC-AS,Washington Research Library Consortium,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,14074,COLGATE,Colgate-Palmolive Co.,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,22732,LINKNET,Kitsap Regional Library,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,8207,AS8207,"PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",Tr/Ac,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,19461,OPSOURCE-I...,"Dimension Data Cloud Solutions, Inc.",En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,7005,(no data),InterServer SA,En,1,11,"2,816",0.00%,0.00%,0.00%,0
10775,16711,EHI-NA-AS-2,"Enterprise Holdings, Inc.",En,1,11,"2,816",0.00%,0.00%,0.00%,0
10835,196816,NIXUS-AS,NIXUS NETWORKS S.L.,En,1,11,"2,560",0.00%,0.00%,0.00%,0
10835,45557,VNTT-AS-VN,Vietnam Technology and Telecommunication JSC,Tr/Ac,1,11,"2,560",0.00%,0.00%,0.00%,0
10835,38769,BITEK-AS-ID,PT. Bit Technology Nusantara,En,1,11,"2,560",0.00%,0.00%,0.00%,0
10835,16838,VERISIGN-CORP,VeriSign Infrastructure & Operations,Tr/Ac,1,11,"2,560",0.00%,0.00%,0.00%,2
10835,40841,MARKETAXES...,"MARKETAXESS HOLDINGS, INC.",En,1,11,"2,560",0.00%,0.00%,0.00%,0
10835,52354,(no data),Atlantica Video Cable S.A.,En,1,11,"2,560",0.00%,0.00%,0.00%,0
10835,197107,BlueChip,Blue Chip Customer Engineering Ltd,En,1,11,"2,560",0.00%,0.00%,0.00%,0
10835,48904,VaggerydEn...,Vaggeryd Energi AB,En,1,11,"2,560",0.00%,0.00%,0.00%,0
10835,51189,SHARCOM-AS,Sharcom Ltd.,En,1,11,"2,560",0.00%,0.00%,0.00%,0
10835,14201,TELETECH,"TeleTech Holdings, Inc",En,1,11,"2,560",0.00%,0.00%,0.00%,0
10835,9559,PLAINCOM-NZ,Plain Communications Ltd,En,1,11,"2,560",0.00%,0.00%,0.00%,0
10835,41471,NETLOG,Massive Media Match NV,Co,1,11,"2,560",0.00%,0.00%,0.00%,0
10835,199129,NEXTPOINTH...,Next point Host EOOD.,En,1,11,"2,560",0.00%,0.00%,0.00%,2
10835,7559,DONGA-NET-AS,The Dong-A Ilbo(DAN),En,1,11,"2,560",0.00%,0.00%,0.00%,0
10849,57002,WHORGLTD,William Hill Organization Ltd,En,1,11,"2,432",0.00%,0.00%,0.00%,0
10850,132435,SYMPHONET-MY,"No.31-A, Jalan Tiara, Tiara Square,",Tr/Ac,1,11,"2,304",0.00%,0.00%,0.00%,0
10850,23500,EIS,Eagle Investment Systems LLC,En,1,11,"2,304",0.00%,0.00%,0.00%,0
10850,27011,XSR-ASN,XM Satellite Radio,En,1,11,"2,304",0.00%,0.00%,0.00%,0
10850,34065,NORMA-PLUS-AS,Individual Entrepreneur Tetiana Markova,Tr/Ac,1,11,"2,304",0.00%,0.00%,0.00%,2
10854,262550,(no data),LUCAS NETWORK INFORMATICA LTDA ME,Tr/Ac,1,11,"2,048",0.00%,0.00%,0.00%,0
10854,29197,LEHMAN-AS3,Nomura International Plc,En,1,11,"2,048",0.00%,0.00%,0.00%,0
10854,262335,(no data),Novaprolink Tecnologia Ltda,En,1,11,"2,048",0.00%,0.00%,0.00%,0
10854,262274,(no data),Viveiros & Araujo Serviços de Provedores da Intern,En,1,11,"2,048",0.00%,0.00%,0.00%,0
10854,196874,TelenetsrlAS,Telenet srl,En,1,11,"2,048",0.00%,0.00%,0.00%,0
10854,263054,(no data),RESOLVE TELECOM LIMITADA -ME,Tr/Ac,1,11,"2,048",0.00%,0.00%,0.00%,0
10854,35399,ITIO-AS,Online50 Limited,Co,1,11,"2,048",0.00%,0.00%,0.00%,0
10854,52563,(no data),Perola Provedores de Internet Ltda,En,1,11,"2,048",0.00%,0.00%,0.00%,0
10854,52874,(no data),Tres Marias Net Ltda,En,1,11,"2,048",0.00%,0.00%,0.00%,0
10854,48716,PS-AS,PS Internet Company LLC,Co,1,11,"2,048",0.00%,0.00%,0.00%,0
10854,53009,(no data),Bacth Servicos de Informatica Ltda,Tr/Ac,1,11,"2,048",0.00%,0.00%,0.00%,0
10854,48344,Netzwerk68a,Sven Wefels,Tr/Ac,1,11,"2,048",0.00%,0.00%,0.00%,0
10854,262579,(no data),GE Network Provedor de Internet LTDA,En,1,11,"2,048",0.00%,0.00%,0.00%,0
10854,26928,PARK-NICOL...,PARK NICOLLET HEALTH SERVICES,En,1,11,"2,048",0.00%,0.00%,0.00%,0
10854,57853,IRONCLOUD-AS,Iron Cloud S.A.,En,1,11,"2,048",0.00%,0.00%,0.00%,0
10854,28335,(no data),MAXCOMM LTDA,Tr/Ac,1,11,"2,048",0.00%,0.00%,0.00%,0
10854,263058,(no data),Fast Network Provedor e Solucoes em Informatica LT,Tr/Ac,1,11,"2,048",0.00%,0.00%,0.00%,2
10854,197508,SAMATEL-AS,Sama Telecommunications L.L.C,En,1,11,"2,048",0.00%,0.00%,0.00%,0
10854,18272,SYNFORM-NET,"SYNFORM CO.,LTD",Co,1,11,"2,048",0.00%,0.00%,0.00%,0
10854,52822,(no data),R e R Informatica LTDA,Tr/Ac,1,11,"2,048",0.00%,0.00%,0.00%,0
10874,38247,HTMOBILE-A...,Ha Noi Telecom Mobile Center,En,1,11,"1,792",0.00%,0.00%,0.00%,0
10875,9746,IGOLD-AS-AP,Online Interactive gaming solution,Co,1,11,"1,280",0.00%,0.00%,0.00%,0
10876,44034,hi3g,Hi3G Access AB,Tr/Ac,1,10,"1,007,616",0.00%,0.00%,0.05%,0
10877,12816,MWN-AS,Leibniz-Rechenzentrum,Tr/Ac,1,10,"460,544",0.00%,0.00%,0.02%,0
10878,3136,STATE-OF-W...,State of WI Dept. of Administration,Co,1,10,"394,240",0.00%,0.00%,0.02%,0
10879,18245,Founderbn,China Internet Network Infomation Center,Tr/Ac,1,10,"348,928",0.00%,0.00%,0.02%,0
10880,239,UTORONTO-AS,University of Toronto,Tr/Ac,1,10,"331,520",0.00%,0.00%,0.02%,0
10881,56132,MONASHUNI-...,"Monash University,",Tr/Ac,1,10,"236,320",0.00%,0.00%,0.01%,0
10882,20252,JSIWMC,Joan and Sanford I. Weill Medical College and Graduate School of Medical Science,Tr/Ac,1,10,"198,912",0.00%,0.00%,0.01%,0
10883,18819,ENTERGY-CO...,Entergy Corporation,Co,1,10,"198,400",0.00%,0.00%,0.01%,0
10884,10273,FPL,Florida Power & Light Company,En,1,10,"196,608",0.00%,0.00%,0.01%,0
10885,45086,YOVOLE,Shanghai Yovole Networks Inc.,Tr/Ac,1,10,"189,440",0.00%,0.00%,0.01%,0
10886,7859,PAIR-NETWORKS,pair Networks,Co,1,10,"188,416",0.00%,0.00%,0.01%,0
10887,42689,Cablecom-AS,Cablecom Networking Limited,Tr/Ac,1,10,"177,152",0.00%,0.00%,0.01%,0
10888,26934,UNIVERSITY...,University of Missouri-Columbia,Tr/Ac,1,10,"138,240",0.00%,0.00%,0.01%,0
10889,400,AFCONC-BLO...,754th Electronic Systems Group,En,1,10,"136,448",0.00%,0.00%,0.01%,0
10890,1474,DNIC-ASBLK...,"Headquarters, USAISC",En,1,10,"133,632",0.00%,0.00%,0.01%,0
10891,3359,U-ALBERTA,University of Alberta,Tr/Ac,1,10,"133,376",0.00%,0.00%,0.01%,0
10892,37287,ZAIN-ZAMBIA,Zain Zambia PLC,Tr/Ac,1,10,"133,120",0.00%,0.00%,0.01%,0
10892,3724,ALASKA-ANET,State of Alaska,En,1,10,"133,120",0.00%,0.00%,0.01%,0
10894,1451,DNIC-ASBLK...,"Headquarters, USAISC",En,1,10,"132,864",0.00%,0.00%,0.01%,0
10895,11420,TRIBUNE-CO...,Tribune Company,Co,1,10,"132,352",0.00%,0.00%,0.01%,0
10896,2642,LEG-CA-GOV,State of California,En,1,10,"131,840",0.00%,0.00%,0.01%,0
10897,13636,NEC-LABORA...,"NEC Laboratories America, Inc.",En,1,10,"131,072",0.00%,0.00%,0.01%,0
10898,54905,DIGITAL-LA...,"Digital Landscape, Inc.",En,1,10,"130,304",0.00%,0.00%,0.01%,0
