as_rank,as_number,as_name,org_name,as_type,no_ases,no_ip4_prefixes,no_ip4_addresses,pc_ases,pc_ip4_prefixes,pc_ip4_addresses,as_transit_degree
8941,57960,ASBITNET,PE Snitcar Olexandr Antonovich,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,262674,(no data),Conquest Telecomunicações Ltda,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,51259,Pixel-AS,Pixel LLC,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,24199,DNK-AS-ID,"Dini Nusa Kusuma, P.T.",En,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,52896,(no data),BDNET SOLUCOES TECNOLOGICAS LTDA ME,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,55811,COUNTRYTEL...,378 Burma Road,En,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,53097,(no data),Lizitec Informática Ltda - ME,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,21846,ESC1AS,Region One Education Service Center,En,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,53104,(no data),IP3 Tecnologia Ltda,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,25892,VERTEX,"Vertex Telecom, Inc.",Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,50664,pubgroupe-fr,PUBLICIS-TECHNOLOGY,Co,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,52984,(no data),CS-NET Informática e Tecnologia Ltda.,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,38528,LANIC-AS-AP,Lao National Internet Committee,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,52748,(no data),Seitel - Seixas Telecomunicações,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,58067,ASCHITATEH,OAO Chitatehenergo,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,35621,PERNIK-LAN-AS,i:FAO Bulgaria EOOD,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,262378,(no data),Compuservice Empreendimentos Ltda,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,30712,MDECA,MDECA,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,35906,AS-TRAIANA,"Traiana, Inc",En,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,133038,EXANET-AS,Exanet Limited,En,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,25642,SPIDERHOST,Spiderhost Inc,Co,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,53884,I3-ENTERAC...,Enteracloud Solutions,En,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,29079,IRNA-AS,United Nations Development Programs in Iran,En,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,27790,(no data),Universidad Nacional de Cordoba,Co,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,34105,AriaveSatc...,Ariave Satcom LTD,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,32363,TOTAL-HIGH...,Total Highspeed LLC,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,60248,Sefroyek,United Nations Development Programs in Iran,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,53106,(no data),Netvga Serviços em Telecomunicações Ltda.,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,2
8941,43066,IT-NRW,Deutsche Telekom AG,Co,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,28185,(no data),DATASUL S.A.,En,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,53003,(no data),EVOLUNET PROVEDORA DE INTERNET LTDA ME,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,17537,JOSNSCHKAS-AP,Jardine OneSolution,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,40812,LEECA,Lake Erie Educational Computer Association,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,36801,NWI-NETWORK,"New Wave Industries, Inc.",Co,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,10445,HTG,Huntleigh Telcom,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,28176,(no data),Quick Soft Sistemas de Informacao Ltda,En,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,47688,KOLATELECOM,KolaTelecom,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8941,50987,CNC-AS,Rzeszow University of Technology,Tr/Ac,1,17,"4,096",0.00%,0.00%,0.00%,0
8983,32085,ACE-AS,"Broadband VI, LLC",Tr/Ac,1,17,"3,840",0.00%,0.00%,0.00%,0
8983,14317,ACCNETWORKS,CITY OF SCOTTSBURG,En,1,17,"3,840",0.00%,0.00%,0.00%,0
8983,24846,BANCORP-AS,IFC BanCorp Electronic Banking &,Tr/Ac,1,17,"3,840",0.00%,0.00%,0.00%,0
8983,2912,CITI5,Citicorp,Co,1,17,"3,840",0.00%,0.00%,0.00%,0
8987,56304,THETOTALTE...,The Total Team Limited,En,1,17,"3,584",0.00%,0.00%,0.00%,0
8988,16478,COLONIAL-I...,Colonial IU 20,En,1,17,"1,344",0.00%,0.00%,0.00%,0
8989,4782,GSNET,"HiNet IPv6 Service Network.,",Tr/Ac,1,16,"413,696",0.00%,0.00%,0.02%,0
8990,444,AFCONC-BLO...,DoD Network Information Center,En,1,16,"398,592",0.00%,0.00%,0.02%,0
8991,2900,WN-AZ-AS,Arizona State University,En,1,16,"344,320",0.00%,0.00%,0.02%,0
8992,1464,DNIC-ASBLK...,DoD Network Information Center,En,1,16,"340,224",0.00%,0.00%,0.02%,0
8993,8010,DIGICON-CORP,Digicon Corporation,En,1,16,"253,952",0.00%,0.00%,0.01%,0
8994,23772,ORTELNET-AS,M/s Ortel Communications Ltd,Tr/Ac,1,16,"202,752",0.00%,0.00%,0.01%,0
8995,10837,WELLSFARGO,Wachovia Operational Services Corporation,Co,1,16,"190,208",0.00%,0.00%,0.01%,0
8996,14381,CATERPILLA...,"Caterpillar, Inc.",Tr/Ac,1,16,"139,008",0.00%,0.00%,0.01%,0
8997,38793,NZCOMMS-AS-AP,Two Degress Mobile Limited,Tr/Ac,1,16,"131,072",0.00%,0.00%,0.01%,0
8998,6102,CBSCORPORATE,CBS inc.,Co,1,16,"115,200",0.00%,0.00%,0.01%,0
8999,54614,CIKTELECOM...,CIK Telecom INC,Tr/Ac,1,16,"84,480",0.00%,0.00%,0.00%,0
9000,24033,ACTIV8ME-A...,Australian Private Networks Pty Ltd,Tr/Ac,1,16,"73,728",0.00%,0.00%,0.00%,0
9001,1509,DNIC-ASBLK...,DoD Network Information Center,En,1,16,"71,168",0.00%,0.00%,0.00%,0
9002,37266,AMOBIA-ASN,Amobia Communications,Tr/Ac,1,16,"70,656",0.00%,0.00%,0.00%,0
9003,17389,IHS-GROUP,IHS Energy Group,Co,1,16,"69,632",0.00%,0.00%,0.00%,0
9004,54628,I9BIZ,"i9biz,inc.",En,1,16,"67,584",0.00%,0.00%,0.00%,0
9005,19738,ASSURANT-A...,"Assurant, Inc.",Co,1,16,"66,048",0.00%,0.00%,0.00%,0
9006,9321,HYUNET-AS,Hanyang University,Tr/Ac,1,16,"65,792",0.00%,0.00%,0.00%,0
9007,10662,NORFOLK-SO...,Norfolk Southern Corporation,En,1,16,"65,536",0.00%,0.00%,0.00%,0
9007,1261,NATINST-AS-AS,National Instruments Corporation,En,1,16,"65,536",0.00%,0.00%,0.00%,0
9007,7417,LACNIC-7417,Latin American and Caribbean IP address Regional Registry,Co,1,16,"65,536",0.00%,0.00%,0.00%,0
9007,21704,NYCBOE-BGPNET,New York City Board of Education,Tr/Ac,1,16,"65,536",0.00%,0.00%,0.00%,0
9007,31746,FANDM,Franklin and Marshall College,Tr/Ac,1,16,"65,536",0.00%,0.00%,0.00%,0
9007,167,WESLEYAN-AS,Wesleyan University,Tr/Ac,1,16,"65,536",0.00%,0.00%,0.00%,0
9007,11399,WILLIAMSCO...,Williams College Center for Computing,Tr/Ac,1,16,"65,536",0.00%,0.00%,0.00%,0
9014,39007,BALTICUM-T...,"UAB ""Balticum TV""",Tr/Ac,1,16,"65,280",0.00%,0.00%,0.00%,0
9015,10242,USINTERNET,US Internet Corp,Tr/Ac,1,16,"57,344",0.00%,0.00%,0.00%,0
9016,34934,UKFast,UKfastnet Ltd,Co,1,16,"49,152",0.00%,0.00%,0.00%,0
9017,17850,OKSUNG-AS-KR,"OK-NET Co,. Ltd",Co,1,16,"36,864",0.00%,0.00%,0.00%,0
9018,4470,ASN-CITENET,Citenet Telecom Inc.,En,1,16,"27,904",0.00%,0.00%,0.00%,0
9019,44604,SVYAZ-TELE...,Svyaz-Telecom Ltd.,Tr/Ac,1,16,"27,136",0.00%,0.00%,0.00%,0
9020,30027,STINET-1,S & T COMMUNICATIONS LLC,Tr/Ac,1,16,"26,880",0.00%,0.00%,0.00%,0
9021,48578,GAZDUIRE-A...,S.C. GAZDUIRE AA S.R.L.,En,1,16,"26,624",0.00%,0.00%,0.00%,0
9022,12131,IJ-NET,Internet Junction Corporation,Tr/Ac,1,16,"24,832",0.00%,0.00%,0.00%,0
9023,10088,KWANGWOON-...,"KWANGWOON University in Seoul, Korea",Tr/Ac,1,16,"23,040",0.00%,0.00%,0.00%,0
9024,51962,ERDENI-NET,ERDENI SRL,En,1,16,"22,784",0.00%,0.00%,0.00%,0
9024,35475,PROGTECH-AS,CJSC Scientific-Production Association Progressive Technologies,Tr/Ac,1,16,"22,784",0.00%,0.00%,0.00%,0
9026,29129,VISPA-ASN,Vispa Internet Limited,Tr/Ac,1,16,"22,272",0.00%,0.00%,0.00%,0
9027,30164,USACOMMUNI...,"USA COMPANIES, LP",Tr/Ac,1,16,"22,016",0.00%,0.00%,0.00%,0
9028,24544,PANGNET-AS-AP,Pang International Limited-AS number,Co,1,16,"20,992",0.00%,0.00%,0.00%,0
9028,4792,SKCOMMS-AS-KR,SK communications,Tr/Ac,1,16,"20,992",0.00%,0.00%,0.00%,0
9030,30479,NCSERV-COM,"NCServ, LLC.",Co,1,16,"19,968",0.00%,0.00%,0.00%,2
9031,49718,NTS-REAL-AS,"Nizhnevolzhskie Telecommunication Networks ""REAL""",Tr/Ac,1,16,"18,432",0.00%,0.00%,0.00%,0
9032,24671,PILICKA-AS,HYPERION WSCHOD SP. Z O.O.,Tr/Ac,1,16,"17,664",0.00%,0.00%,0.00%,0
9033,29568,COMTEL-AS,SC MEDIA SUD SRL,Tr/Ac,1,16,"17,408",0.00%,0.00%,0.00%,0
9034,7832,PCISYS,WW/Precision Communication,Tr/Ac,1,16,"16,640",0.00%,0.00%,0.00%,0
9035,36734,PAXIO-SFBA,Paxio Inc.,Tr/Ac,1,16,"16,384",0.00%,0.00%,0.00%,0
9035,9323,DGUNET-AS,Dongguk University Information Management Center,Tr/Ac,1,16,"16,384",0.00%,0.00%,0.00%,0
9035,55939,YOURWEBSTR...,Webstream Bldg,En,1,16,"16,384",0.00%,0.00%,0.00%,0
9035,12140,LACNIC-12140,Latin American and Caribbean IP address Regional Registry,Tr/Ac,1,16,"16,384",0.00%,0.00%,0.00%,0
9035,18176,KOOKMIN-AS-KR,KOOKMIN UNIVERSITY,Tr/Ac,1,16,"16,384",0.00%,0.00%,0.00%,0
9040,39047,MULTISERVI...,Multiservice Networks Ltd.,Tr/Ac,1,16,"15,872",0.00%,0.00%,0.00%,0
9041,51997,ASKET-AS,LLP Asket,Tr/Ac,1,16,"14,848",0.00%,0.00%,0.00%,0
9042,4243,NC-FUNB-AS,Wachovia Operational Services Corporation,En,1,16,"14,336",0.00%,0.00%,0.00%,0
9042,8505,TRNET,HayatNet Bilgi ve Iletisim Hizmetleri A.S,En,1,16,"14,336",0.00%,0.00%,0.00%,0
9044,43515,YOUTUBE,YouTube,Co,1,16,"13,568",0.00%,0.00%,0.00%,0
9045,35100,PatrikWeb-...,"Patrik Lagerman WEB, Enskild Firma",Tr/Ac,1,16,"12,544",0.00%,0.00%,0.00%,0
9045,40410,USFRCS-BGP,FRIT,Co,1,16,"12,544",0.00%,0.00%,0.00%,0
9047,15752,BP-US-1,BP Europa SE,En,1,16,"12,288",0.00%,0.00%,0.00%,0
9048,36790,BERWICK,GMP CABLE TV,En,1,16,"12,032",0.00%,0.00%,0.00%,0
9049,37098,globe-as,globe internet limited,En,1,16,"11,520",0.00%,0.00%,0.00%,0
9050,32614,HDISS-NET,High Desert Internet Services,Tr/Ac,1,16,"11,264",0.00%,0.00%,0.00%,0
9050,16638,CORNINGINC01,Corning Incorporated,En,1,16,"11,264",0.00%,0.00%,0.00%,0
9050,52972,(no data),Tech Cable do Brasil Sist. de Telec. Ltda,Tr/Ac,1,16,"11,264",0.00%,0.00%,0.00%,0
9053,29664,RGCOM-VANC...,Reliance Globalcom Limited,En,1,16,"10,752",0.00%,0.00%,0.00%,0
9054,11191,F2W-AS,Fire2Wire,Tr/Ac,1,16,"10,240",0.00%,0.00%,0.00%,0
9055,9949,HOSEO-AS,HOSEO UNIVERSITY,Tr/Ac,1,16,"9,856",0.00%,0.00%,0.00%,0
9056,29413,KOMRO-AS,komro GmbH,Tr/Ac,1,16,"9,216",0.00%,0.00%,0.00%,0
9057,57972,WEBEXXPURTS,Deepak Mehta FIE,En,1,16,"8,960",0.00%,0.00%,0.00%,0
9058,45201,BLUECENTRA...,BlueCentral Pty Ltd Hosting Solutions.,Co,1,16,"8,704",0.00%,0.00%,0.00%,0
9058,38363,CNNIC-High...,"Shanghai Highway Information Technology Co.,Ltd",Tr/Ac,1,16,"8,704",0.00%,0.00%,0.00%,0
9060,46853,SWTEXAS,"Eastex Telephone Cooperative, Inc.",En,1,16,"8,192",0.00%,0.00%,0.00%,0
9060,8507,(no data),LANIT Autonomous System,En,1,16,"8,192",0.00%,0.00%,0.00%,0
9060,52991,(no data),Tres Pontas Internet Ltda,Tr/Ac,1,16,"8,192",0.00%,0.00%,0.00%,0
9060,29520,ROSINTEL-AS,Locked Joint Stock Company OGANER-SERVICE,En,1,16,"8,192",0.00%,0.00%,0.00%,0
9060,28218,(no data),Tv Cabo de Presidente Venceslau S/S Ltda. EPP,Tr/Ac,1,16,"8,192",0.00%,0.00%,0.00%,0
9060,262186,(no data),TV AZTECA SUCURSAL COLOMBIA,Tr/Ac,1,16,"8,192",0.00%,0.00%,0.00%,0
9066,14872,YNC,"@YourNet Connection, Inc.",Co,1,16,"7,936",0.00%,0.00%,0.00%,0
9066,26426,LACNIC-26426,Latin American and Caribbean IP address Regional Registry,Tr/Ac,1,16,"7,936",0.00%,0.00%,0.00%,0
9066,32457,COHAS1,City of Houston,En,1,16,"7,936",0.00%,0.00%,0.00%,0
9069,48277,SOREX,SOREX MEDIA SRL,En,1,16,"7,424",0.00%,0.00%,0.00%,0
9070,4790,CHOSUN-AS-KR,DIGITAL CHOSUN,Tr/Ac,1,16,"6,656",0.00%,0.00%,0.00%,0
9071,19524,COMERICA-INC,Comerica Incorporated,En,1,16,"6,400",0.00%,0.00%,0.00%,0
9072,40005,CRAMER-IT,"CRAMER IT CONSULTING, INC.",Tr/Ac,1,16,"6,144",0.00%,0.00%,0.00%,0
9072,15486,MATERNA-AS,Materna GmbH Information and Communications,En,1,16,"6,144",0.00%,0.00%,0.00%,0
9072,10997,INTDATA-AS,Interactive Data,En,1,16,"6,144",0.00%,0.00%,0.00%,0
9072,262420,(no data),GIGA TV LTDA - EPP,Tr/Ac,1,16,"6,144",0.00%,0.00%,0.00%,0
9076,38422,APNIC-37888,Asia Pacific Network Information Centre,Tr/Ac,1,16,"5,888",0.00%,0.00%,0.00%,0
9076,36146,ARKWEST-CO...,Arkwest Communications Inc,Tr/Ac,1,16,"5,888",0.00%,0.00%,0.00%,0
9076,20258,ANALOG-DEV...,"Analog Devices, Inc.",En,1,16,"5,888",0.00%,0.00%,0.00%,0
9079,55048,VMWARE,"VMWare, Inc.",Co,1,16,"5,632",0.00%,0.00%,0.00%,0
9079,262253,(no data),ECONOCABLE MEDIA SAC,Tr/Ac,1,16,"5,632",0.00%,0.00%,0.00%,0
9081,13316,(no data),SES Sistemas Electrónicos S.A.,Tr/Ac,1,16,"5,376",0.00%,0.00%,0.00%,0
9082,11672,ACSIN-AS-1,Globalvision,En,1,16,"5,120",0.00%,0.00%,0.00%,0
9082,23185,GHXUS,GHX,En,1,16,"5,120",0.00%,0.00%,0.00%,0
9082,18168,CMBTGS-AS-KR,CMB TAEGU DONGBU BROADCAST,Tr/Ac,1,16,"5,120",0.00%,0.00%,0.00%,0
9085,57062,SERVERCLUB-AS,Movenix International Inc.,Co,1,16,"4,864",0.00%,0.00%,0.00%,0
9085,14686,YISI,Double Dog Communications,Tr/Ac,1,16,"4,864",0.00%,0.00%,0.00%,0
9085,39887,TELEVIDEOC...,Televideocom Srl,Co,1,16,"4,864",0.00%,0.00%,0.00%,0
9088,43637,SOL-AS,SOL Ltd.,Tr/Ac,1,16,"4,608",0.00%,0.00%,0.00%,0
9088,56183,NINEFOLD-C...,Ninefold,Tr/Ac,1,16,"4,608",0.00%,0.00%,0.00%,0
9090,47066,PRGMR,"prgmr.com, Inc.",Tr/Ac,1,16,"4,352",0.00%,0.00%,0.00%,0
9090,26607,LACNIC-26592,Latin American and Caribbean IP address Regional Registry,Co,1,16,"4,352",0.00%,0.00%,0.00%,0
9090,25605,SCANSAFE,Cisco Systems Ironport Division,Co,1,16,"4,352",0.00%,0.00%,0.00%,0
9090,2635,AUTOMATTIC,"Automattic, Inc",Co,1,16,"4,352",0.00%,0.00%,0.00%,0
9094,13996,AUTOMATTIC,"Automattic, Inc",Co,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,262463,(no data),Telecom Cordeirópolis Ltda.,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,27919,(no data),LUTROL S.A.,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,28051,(no data),Coop. Telefónica y de obras y serv. públicos de Villa Flandria,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,19690,HYATT-INTE...,Hyatt Technical Center,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,38521,PISHON-AS-ID,Network Access Point,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,28083,(no data),GILAT Colombia S.A. E.S.P.,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,23694,INDIKANET-...,Indika Telemedia PT.,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,13959,AUTOPHONE-...,Autophone of Laredo,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,197522,ISP-KIM-NET,Kalush Information Network LTD,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,9180,ALIENOR,Alienor.Net,Co,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,28589,(no data),Luis Gustavo Zuccolotto de Assis - ME,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,39065,SOHONET-AS,Southern Telecommunication Company Ltd.,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,27941,(no data),CONSULNETWORK LTDA,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,6989,GTSI,Government Technology Services Inc.,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,28093,(no data),Cooperativa de Electricidad y Servicios Publicos de Arroyito Ltda,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,55313,HANELCOM-A...,Hanel Communication JSC,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,33497,SEMO-COM,"PriceWaterhouseCoopers, LLP",Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,23289,LACNIC-23289,Latin American and Caribbean IP address Regional Registry,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,17538,CIRCLECOM-...,PT. Circlecom Nusantara Indonesia,Co,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,262738,(no data),PAPA TECNOLOGIA LTDA,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,38143,BLUELINE-A...,"PT. Rabik Bangun Pertiwi, PMA",Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,52421,(no data),TV Fuego S.A.,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,28232,(no data),Bit Informatica Ltda,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,52420,(no data),Intercom s.r.l.,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,262404,(no data),JC TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,16839,SNC,Service-now.com,Co,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,27828,(no data),Universidad Mayor de San Andres,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,22698,LACNIC-22698,Latin American and Caribbean IP address Regional Registry,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,15357,NNC-AS,Northern Networking Company,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,57994,ASN-IDCNET,RINGLOUD LIMITED,En,1,16,"4,096",0.00%,0.00%,0.00%,2
9094,196713,ABANSYS_AN...,"Abansys & Hostytec, S.L.",Co,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,20658,COMPUTERDE...,Web Farm of Computer Design in a multi-homed infrastructure,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,262618,(no data),JGM BRASIL TELECOMUNICAÇÕES LTDA,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,45575,RMUTSV-AS-AP,Rajabhat Mahasarakham University,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,48768,BMNETWORKS,BOSS MEDIA AB,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,56632,Aryansatel...,Aryan Satellite Co. (Private Joint Stock),En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,48094,Electra-ua-as,PE IT Group,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,12087,SALSGIVER,"Salsgiver, Inc.",Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,262686,(no data),Netwalk Telecomunicações em Inf. Ltda,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,27477,IBMCCH-MIA-BS,IBM,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,43275,UNET-AS,"OJSC ""Vimpelcom""",En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,196635,AITS,Arabian Infromation Technology Solutions Company W.L.L.,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,263023,(no data),INST DE TECN EM INF E INF DO EST DE AL,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,51984,MEGATRO,Corporacio Megatel S.L.,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,28650,(no data),Lojas Simonetti Ltda,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,42818,MEGAITALIAWEB,Sicurglobal S.p.A.,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,57300,CORIXL,Societa per i Servizi Bancari - SSB S.P.A.,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,12285,ONE-ELEVEN,One Eleven Internet Services,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,28355,(no data),Connect Servico de Acesso a Internet Ltda,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,9638,NH-AS,National Agricultural Cooperative federation,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,19611,LACNIC-19611,Latin American and Caribbean IP address Regional Registry,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,12168,MII-XPC,"Mirror Image Internet, Inc.",Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,28572,(no data),Apoiocom Digital Ltda - EPP,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,21741,(no data),Visualcorp Holding,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,22541,LACNIC-22541,Latin American and Caribbean IP address Regional Registry,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,36170,WESTMONT-SB,Westmont College,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,23872,delDSLCORE...,delDSL Internet Pvt. Ltd.,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,58369,FIBERNET-A...,PT. Fiber Networks Indonesia,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,36989,ANWARNET,SPA Anwarnet,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,18133,APNIC-17652,Asia Pacific Network Information Centre,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,58136,ASPARUS,"OOO RGTS ""Parus""",Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,23497,NCWCOM,NORTH COAST WIRELESS COMMUNICATIONS,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,28949,TUSNET-AS,Technical University of Sofia,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,55359,DEDAUS-AS-AP,Fluccs Australia,Co,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,56592,TELEWEST-I...,Telewest Inet Ltd.,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,32503,AS-PROVI-25,"Provider Solutions, Inc.",Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,20178,INTERNETEMC,EMC Connections,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,42943,TOPNET,AS number for Topnet,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,28008,(no data),Get Line Internet S.A.,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,262323,(no data),STAR CONECT TELECOM LTDA,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,14502,TRAVEL-NET,Travel-Net Communications Inc,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,18910,BIG-SANDY-...,Big Sandy Broadband Inc,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,38423,PANTECH-AS-KR,Pantech C&I,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,28304,(no data),Banco Safra SA.,En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,52352,(no data),TVC5 S.A.,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,262468,(no data),Natel Telecom Ltda. - ME,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,51583,KTS-AS,OOO CityCom,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,53147,(no data),FONTES SOLUCOES TECNOLOGICAS LTDA,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,46012,Induk-AS-KR,Induk University,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,24661,COMPLETEDA...,"MDS Technologies Ltd - Corsham, Wiltshire UK",Co,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,22807,CINEMARK-US,"CINEMARK USA, INC",En,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,52657,(no data),NORTE TELECOMUNICAÇÕES SERVIÇOS DE INTERNET LTDA,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
9094,24087,VNGT-AS-AP,Vietnam New Generation Telecom,Tr/Ac,1,16,"4,096",0.00%,0.00%,0.00%,0
