as_rank,as_number,as_name,org_name,as_type,no_ases,no_ip4_prefixes,no_ip4_addresses,pc_ases,pc_ip4_prefixes,pc_ip4_addresses,as_transit_degree
34236,37307,AGRA,Alliance for a Green Revolution in Africa,En,1,1,256,0.00%,0.00%,0.00%,0
34236,44573,LAYERONE-AS,Layer One AG,En,1,1,256,0.00%,0.00%,0.00%,0
34236,38594,INNODATA-N...,"Innodata-ISOGEN, Inc",En,1,1,256,0.00%,0.00%,0.00%,0
34236,33850,UNIORSI-AS,HC CENTER druzba za informacijske tehnologije d.o.o.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,60938,DIOFANIS-AS,Netrouting,En,1,1,256,0.00%,0.00%,0.00%,0
34236,49933,PLAYTECH,"Prolexic Technologies, Inc.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,17357,AS-DCI-31,Development Corporation for Israel,En,1,1,256,0.00%,0.00%,0.00%,0
34236,51719,genfin,"VAS ""Latvijas Valsts radio un televizijas centrs""",En,1,1,256,0.00%,0.00%,0.00%,0
34236,35088,rahyab-as,Engeneering Designing and Supply the parts of Iran Khodro PJSC,En,1,1,256,0.00%,0.00%,0.00%,0
34236,15664,SI-Business,HC CENTER druzba za informacijske tehnologije d.o.o.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,58066,ARILOT-AS,Puchkov Yuriy Volodimirovich PE,En,1,1,256,0.00%,0.00%,0.00%,0
34236,26813,MARON,Maron Electric,En,1,1,256,0.00%,0.00%,0.00%,0
34236,16672,FEDBID,"FedBid, Inc.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,14206,SVCL-ASN,SureView Capital LLC,En,1,1,256,0.00%,0.00%,0.00%,0
34236,14997,SETONAUSTIN,Seton Healthcare Family,En,1,1,256,0.00%,0.00%,0.00%,0
34236,6707,HEPSI-BURA...,D-Market Elektronik Hizmetler Tic. A.S.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,60811,SaipaYadak-AS,Engeneering Designing and Supply the parts of Iran Khodro PJSC,En,1,1,256,0.00%,0.00%,0.00%,0
34236,31206,NUFT-AS,"Association of users of Ukrainian Research & Academic Network ""URAN""",En,1,1,256,0.00%,0.00%,0.00%,0
34236,49428,EXORHR,ISTRA INFORMATICKI INZENJERING d.o.o.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,47874,ICB-AS,i:FAO Bulgaria EOOD,En,1,1,256,0.00%,0.00%,0.00%,0
34236,47086,NORTHERN-M...,"NORTHERN MICHIGAN HOSPITALS, INC.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,16386,PROGRESSIV...,Progressive Produce Corporation,En,1,1,256,0.00%,0.00%,0.00%,0
34236,26025,COC,City of Calgary,En,1,1,256,0.00%,0.00%,0.00%,0
34236,51885,ALRO-AS,RCS & RDS SA,En,1,1,256,0.00%,0.00%,0.00%,0
34236,21800,SPS,Suffolk Public Schools,En,1,1,256,0.00%,0.00%,0.00%,0
34236,32510,FOODLION1,Hannaford Bros. Co.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,57905,AZOTY-PULA...,"ZAKLADY AZOTOWE ""PULAWY"" SPOLKA AKCYJNA",En,1,1,256,0.00%,0.00%,0.00%,0
34236,36073,THC-NET,Lightspeed Technologies Inc,En,1,1,256,0.00%,0.00%,0.00%,0
34236,18571,WESTERNRES...,The Western Reserve Mutual Casualty Company,En,1,1,256,0.00%,0.00%,0.00%,0
34236,25173,ISKRATR-AS,HC CENTER druzba za informacijske tehnologije d.o.o.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,8079,TOOTROLLIN...,"Tootsie Roll Industries, LLC.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,46533,ASN1,Arias Resource Capital Management LP,En,1,1,256,0.00%,0.00%,0.00%,0
34236,27414,CARISDX,"Caris Diagnostics, Inc.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,44352,EKRAN-AS,"Privat enterprise TV studio ""Ekran""",En,1,1,256,0.00%,0.00%,0.00%,0
34236,6873,LIBRUM-AS,Librum Sp. z o.o.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,18745,CWPS-WDC,CWPS,En,1,1,256,0.00%,0.00%,0.00%,0
34236,39320,ACTUAL-IT-AS,HC CENTER druzba za informacijske tehnologije d.o.o.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,47305,LCC-ASN,LC Corp S.A.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,49730,ATOS-AS,MTS OJSC,En,1,1,256,0.00%,0.00%,0.00%,0
34236,18397,POPORTS-SY...,P&O Ports Sydney link,En,1,1,256,0.00%,0.00%,0.00%,0
34236,46326,PANAGORA470,PANAGORA ASSET MANAGEMENT,En,1,1,256,0.00%,0.00%,0.00%,0
34236,31579,SANDB-AS,Hellas OnLine Electronic Communications S.A.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,55176,MONTREAL-IX,Reseau d'Informations Scientifiques du Quebec (RISQ) Inc.,Tr/Ac,1,1,256,0.00%,0.00%,0.00%,0
34236,47744,XTEND-AS,XTEND-SOLUTIONS-LTD,En,1,1,256,0.00%,0.00%,0.00%,0
34236,40040,LAITRAM-IN...,Laitram L.L.C.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,17345,PHONEFACTO...,"PhoneFactor, Inc.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,22962,KENNEDY-NW...,The Kennedy Center,En,1,1,256,0.00%,0.00%,0.00%,0
34236,21187,ABCDATA-PO...,ABC Data SA,En,1,1,256,0.00%,0.00%,0.00%,0
34236,199165,SHIBBOLEET-AS,Shibboleet Ltd,En,1,1,256,0.00%,0.00%,0.00%,0
34236,54148,CBINYB,"Citic Bank International Limited, New York Branch",En,1,1,256,0.00%,0.00%,0.00%,0
34236,131315,RACP-AU,145 Macquarie Street,En,1,1,256,0.00%,0.00%,0.00%,0
34236,198400,IP-Austria...,MEDIACTIVE NETWORK,En,1,1,256,0.00%,0.00%,0.00%,0
34236,54921,ISCA,Industrial Scientific Corporation,En,1,1,256,0.00%,0.00%,0.00%,0
34236,38822,ACNET-AP,PHILIPPINE DEALING SYSTEM HOLDINGS CORP,En,1,1,256,0.00%,0.00%,0.00%,0
34236,31192,OT-AS,CJSC Mastertel,En,1,1,256,0.00%,0.00%,0.00%,0
34236,198366,IWEB-AS,Innovative Web AG,Co,1,1,256,0.00%,0.00%,0.00%,0
34236,132595,SEEI-AS-AP,PHILIPPINE DEALING SYSTEM HOLDINGS CORP,En,1,1,256,0.00%,0.00%,0.00%,0
34236,27508,TRDLNK,"TradeLink, LLC",Tr/Ac,1,1,256,0.00%,0.00%,0.00%,0
34236,39682,kmefic,Kuwait and Middle-East Financial Investment Co. K.S.C.Closed,En,1,1,256,0.00%,0.00%,0.00%,0
34236,197020,EXENCE-PL-AS1,Exence S.A.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,132354,CTSABAHNET-MY,"LOT 100, BLOCK K,",En,1,1,256,0.00%,0.00%,0.00%,0
34236,197659,FWP-AS,Funkwerk video systeme GmbH,En,1,1,256,0.00%,0.00%,0.00%,0
34236,40492,PACSEAFOOD,Pacific Seafood Group,En,1,1,256,0.00%,0.00%,0.00%,0
34236,45939,FSL-AS-AP,Foundation Securities (Private) Limited,En,1,1,256,0.00%,0.00%,0.00%,0
34236,132403,OSF-AS-AP,OSF Limited,En,1,1,256,0.00%,0.00%,0.00%,0
34236,48137,PI-GROUP,PI-GROUP,Tr/Ac,1,1,256,0.00%,0.00%,0.00%,0
34236,198618,Stream-LLC-AS,Stream LLC,En,1,1,256,0.00%,0.00%,0.00%,0
34236,40506,SMRH-AS,"Sheppard, Mullin, Richter & Hampton",En,1,1,256,0.00%,0.00%,0.00%,0
34236,51481,GAZ-SUD-AS,Gaz Sud SA,En,1,1,256,0.00%,0.00%,0.00%,0
34236,58976,CYBEROAM-IN,Cyberoam Technologies Pvt. Ltd.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,49310,NISCAYAH-N...,Niscayah AS,En,1,1,256,0.00%,0.00%,0.00%,0
34236,34451,BROM-AS,BANCA ROMANEASCA SA MEMBRA A GRUPULUI NATIONAL BANK OF GREECE,En,1,1,256,0.00%,0.00%,0.00%,0
34236,60290,JSC-AS,"Ltd. ""Regional Media Transit""",En,1,1,256,0.00%,0.00%,0.00%,0
34236,33270,PMCSAZ,Preferred Medical Claim Solutions,En,1,1,256,0.00%,0.00%,0.00%,0
34236,30053,DUQUESNE-C...,DUQUESNE CAPITAL MANAGEMENT LLC,En,1,1,256,0.00%,0.00%,0.00%,0
34236,58394,BPK-AS-ID,Badan Pemeriksa Keuangan (BPK RI),En,1,1,256,0.00%,0.00%,0.00%,0
34236,56874,ELECTROSVY...,Electrosvyazstroy CJSC,En,1,1,256,0.00%,0.00%,0.00%,0
34236,51505,VALARTIS,MEDIACTIVE NETWORK,En,1,1,256,0.00%,0.00%,0.00%,0
34236,60818,NPOTELEMET...,Scientific-production Association Telemetry LLC,En,1,1,256,0.00%,0.00%,0.00%,0
34236,41276,TRUSTMARQUE,Cable&Wireless Worldwide,En,1,1,256,0.00%,0.00%,0.00%,0
34236,18064,EROADS-AS-AP,eRoads Technology Ltd,En,1,1,256,0.00%,0.00%,0.00%,0
34236,55574,PRODAPT-IN,# 9 Seshardi Road,En,1,1,256,0.00%,0.00%,0.00%,0
34236,51949,IT-ERNITY-AS,IT-Ernity Internet Services BV,En,1,1,256,0.00%,0.00%,0.00%,0
34236,21974,FMIC,Frankenmuth Mutual Insurance Company,En,1,1,256,0.00%,0.00%,0.00%,0
34236,51162,PFNB-AS,JSC Accumulating Pension Fund of Halyk Bank of Kazakhstan,En,1,1,256,0.00%,0.00%,0.00%,0
34236,48009,MICEX,"OJSC ""Vimpelcom""",En,1,1,256,0.00%,0.00%,0.00%,0
34236,30096,SAML-ASN,Serengeti Asset Management LP,En,1,1,256,0.00%,0.00%,0.00%,0
34236,46425,SVMH-AS,"HALL CAPITAL PARTNERS, LLC",En,1,1,256,0.00%,0.00%,0.00%,0
34236,58856,CNNIC-CHIN...,"Beijing Blue I.T Technologies Co.,Ltd.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,58155,WEBDEPO-AS,Web Depo Ltd,En,1,1,256,0.00%,0.00%,0.00%,0
34236,41814,siematic,TelemaxX Telekommunikation GmbH,En,1,1,256,0.00%,0.00%,0.00%,0
34236,36725,MERCER-TRA...,Mercer Transportation Inc.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,30891,N-IX-as,N-IX LLC,En,1,1,256,0.00%,0.00%,0.00%,0
34236,48617,ASBNI,Reti Telematiche Italiane S.p.A. (Retelit S.p.A.),En,1,1,256,0.00%,0.00%,0.00%,0
34236,35235,TEYPL-AS,Telekomunikacja Internetowa Sp. z o.o.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,38572,MATERHOSPI...,"Mater Health Services Brisbane Limited,",En,1,1,256,0.00%,0.00%,0.00%,0
34236,51987,EGT,MOBILTEL EAD,En,1,1,256,0.00%,0.00%,0.00%,0
34236,43117,ITI_NEOVIS...,ITI NEOVISION SP. Z O.O.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,34431,OPTEAM-AS,OPTEAM S. A.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,55812,HOAPDI-NET-PH,Unit 202 JMR Building Legaspi St,En,1,1,256,0.00%,0.00%,0.00%,0
34236,48318,ASN-IRU,International Road Transport Union,En,1,1,256,0.00%,0.00%,0.00%,0
34236,48632,BTS-HOLDIN...,BTS HOLDINGS PLC,En,1,1,256,0.00%,0.00%,0.00%,0
34236,21006,PDR-AS,Services Network Presidenza Repubblica Italiana,En,1,1,256,0.00%,0.00%,0.00%,0
34236,47130,NEWS-AS,MEDIACTIVE NETWORK,En,1,1,256,0.00%,0.00%,0.00%,0
34236,26772,TIE-SOLUTIONS,Tie Solutions Inc.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,197012,IBI-NET,"BT ESPANA, COMPANIA DE SERVICIOS GLOBALES DE TELECOMUNICACIONES, SA",En,1,1,256,0.00%,0.00%,0.00%,0
34236,49708,AS_OBRPR,Polski Koncern Naftowy Orlen S.A.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,11555,TRAVEL-SOL...,"TRAVEL SOLUTIONS, INC.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,45915,YAHOO-CORP...,Yahoo Bangalore Network Monitoring Center,En,1,1,256,0.00%,0.00%,0.00%,0
34236,49446,NEWMEDIA,Suedostschweiz Newmedia AG,En,1,1,256,0.00%,0.00%,0.00%,0
34236,16850,SMITH-WESSON,Smith & Wesson,En,1,1,256,0.00%,0.00%,0.00%,0
34236,10211,IVANET-KUL-AP,IBASIS INC.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,198917,Flughafen-...,MEDIACTIVE NETWORK,En,1,1,256,0.00%,0.00%,0.00%,0
34236,33347,ZIMBRICK-CORP,"Zimbrick, Inc.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,1380,MCVEAN,"McVEAN Trading & Investments, LLC",En,1,1,256,0.00%,0.00%,0.00%,0
34236,39012,ASESOFT,Asesoft International SA,En,1,1,256,0.00%,0.00%,0.00%,0
34236,197132,ASRBANK-AS,Schuberg Philis B.V.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,17392,HOLW-GOLD,Holwell Shuster & Goldberg LLP,En,1,1,256,0.00%,0.00%,0.00%,0
34236,47146,SAMBAISP-ASN,Samba Financial Group,En,1,1,256,0.00%,0.00%,0.00%,0
34236,32185,TRCOFMD,"Transplant Resource Center of Maryland, Inc.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,19141,CSC-ENYU,Computer Sciences Corporation,En,1,1,256,0.00%,0.00%,0.00%,0
34236,29710,BUNCOMBECO...,Buncombe County Schools,En,1,1,256,0.00%,0.00%,0.00%,0
34236,53777,FWPARKER,Francis W. Parker School,En,1,1,256,0.00%,0.00%,0.00%,0
34236,45986,WELFARE810...,MND Welfare Agency,En,1,1,256,0.00%,0.00%,0.00%,0
34236,14617,GDST-SATCOM,General Dynamics SATCOM Technologies Inc.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,32923,SILVERPNT-CT,"SILVER POINT CAPITAL, L.P.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,32267,BSE-OAK,"BrightSource Energy, Inc.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,20213,AS-HBM-GRV,Hearst Business Communications Inc.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,56935,Clinic-Aes...,Clinic of Aesthetic Medicine CJSC,En,1,1,256,0.00%,0.00%,0.00%,0
34236,17065,REALMED-PROD,REALMED CORPORATION,En,1,1,256,0.00%,0.00%,0.00%,0
34236,198386,ONI,ONI plc,En,1,1,256,0.00%,0.00%,0.00%,0
34236,46505,ELSLNET,Eldorado Hotel and Casino,En,1,1,256,0.00%,0.00%,0.00%,0
34236,26549,MY-PBX-MAN...,The Flat Planet Phone Company Inc.,Co,1,1,256,0.00%,0.00%,0.00%,0
34236,15362,RiskEngine...,i:FAO Bulgaria EOOD,En,1,1,256,0.00%,0.00%,0.00%,0
34236,34959,CAMIS-AS,Istanbul Bilgi Universitesi,En,1,1,256,0.00%,0.00%,0.00%,0
34236,28457,(no data),"UNIVERSIDAD LATINOAMERICANA, S.C.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,29058,CIO-IOC,International Olympic Committee (IOC),En,1,1,256,0.00%,0.00%,0.00%,0
34236,22037,ABCIMAGING,"ABC IMAGING OF WASHINGTON, INC.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,55070,IMPREZZIO-KRK,Imprezzio Inc,En,1,1,256,0.00%,0.00%,0.00%,0
34236,29890,CARCO,"Carco Group, Inc.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,199506,Baidu-Glob...,Baidu (Hong Kong) Limited,En,1,1,256,0.00%,0.00%,0.00%,0
34236,18976,FREIGHTQUOTE,"Freightquote.com, Inc.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,25066,NKBM-AS,Nova KBM d.d.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,48490,OPHOS,OPHOS SYSTEM SARL,En,1,1,256,0.00%,0.00%,0.00%,0
34236,53793,ACLI,ACLI,En,1,1,256,0.00%,0.00%,0.00%,0
34236,41113,PSEUDONET,Pseudo Networks Limited,Tr/Ac,1,1,256,0.00%,0.00%,0.00%,0
34236,57108,ASKONA-VEK,OOO ASKONA-VEK,En,1,1,256,0.00%,0.00%,0.00%,0
34236,25735,MDCPA-NY,"MDC PARTNERS, INC.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,27479,LNSP,"Lake Norman Security Patrol, Inc.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,52202,AGRESS-AS,AGRESS SERVICE SRL,En,1,1,256,0.00%,0.00%,0.00%,0
34236,51586,FENTU-AS,"Federal State Educational Institution of Higher Professional Education ""Saratov",En,1,1,256,0.00%,0.00%,0.00%,0
34236,42180,ASN-WINTECH,Societa per i Servizi Bancari - SSB S.P.A.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,58195,MATEROM-AS,MATEROM SRL,En,1,1,256,0.00%,0.00%,0.00%,0
34236,16744,85FIFTH-ASN,"85 Fifth Holdings, LLC.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,28942,DATAVERKET-AS,Foreningen Dataverket,En,1,1,256,0.00%,0.00%,0.00%,0
34236,46918,FHRG,FOX AND HOUND RESTAURANT GROUP,En,1,1,256,0.00%,0.00%,0.00%,0
34236,53745,CROSSINGIN...,Crossing Automation Inc.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,11860,AEGIS-INSU...,"AEGIS Insurance Services, Inc.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,50725,MRSK-AS,JSC IDGC of Siberia,En,1,1,256,0.00%,0.00%,0.00%,0
34236,30102,BALDWIN,Baldwin County Commission,En,1,1,256,0.00%,0.00%,0.00%,0
34236,54352,CBCAR,"Click Bond, Inc.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,44667,FMC,FMC d.o.o.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,36047,ARTHA-CAPITAL,Artha Capital Management Inc.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,198032,UCLES-AS,Redcentric Managed Solutions Limited,Co,1,1,256,0.00%,0.00%,0.00%,0
34236,40095,SRFC177,STERLING RESOURCE FUNDING CORP.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,36340,CITY-OF-TO...,City of Toledo,En,1,1,256,0.00%,0.00%,0.00%,0
34236,33560,LINCOLNINV...,"Lincoln Investment Planning, Inc.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,51085,UBIFRANCE-...,UBIFRANCE AGENCE FRANCAISE POUR LE DEVELOPPEMENT INTERNATIONAL DES ENTERPRISES E,En,1,1,256,0.00%,0.00%,0.00%,0
34236,42029,ILLION,Illion HB,En,1,1,256,0.00%,0.00%,0.00%,0
34236,54746,BGP-TECHCE...,Techcess Group LP,En,1,1,256,0.00%,0.00%,0.00%,0
34236,31973,WPS-1765DC,Wisconsin Physcians Service Insurance Corp.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,18506,IFT-10,Institute of Food Technologists Inc,En,1,1,256,0.00%,0.00%,0.00%,0
34236,58644,VONEX-AU,Vonex Pty Ltd,En,1,1,256,0.00%,0.00%,0.00%,0
34236,197548,Applixia,Applixia,En,1,1,256,0.00%,0.00%,0.00%,0
34236,15274,(no data),House Internet S.R.L.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,47714,DRIESSEN-AS,TELECOM ITALIA SPARKLE S.p.A.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,24805,BPV-AS,Banca Popolare di Vicenza S.C.p.A.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,15192,SA-TX-NET01,"Software Advice, Inc.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,57194,ASKOSHELNIK,CHP Koshelnik Sergey Valentinovich,En,1,1,256,0.00%,0.00%,0.00%,0
34236,36585,BGB-NY,BGB Communications LLC,Tr/Ac,1,1,256,0.00%,0.00%,0.00%,0
34236,25613,ACNB,Adams County National Bank,Tr/Ac,1,1,256,0.00%,0.00%,0.00%,0
34236,56886,RedStar-as,"OOO ""Red Star""",En,1,1,256,0.00%,0.00%,0.00%,0
34236,40265,CB-MAIN-IN...,City Bank,En,1,1,256,0.00%,0.00%,0.00%,0
34236,47760,CSCBL,"BT ESPANA, COMPANIA DE SERVICIOS GLOBALES DE TELECOMUNICACIONES, SA",En,1,1,256,0.00%,0.00%,0.00%,0
34236,14165,FASTLINE-P...,"Fastline Publications, LLC",En,1,1,256,0.00%,0.00%,0.00%,0
34236,43102,REDSOLEX-AS,REDSOLEX Ltd.,Tr/Ac,1,1,256,0.00%,0.00%,0.00%,0
34236,51014,JDC-AS,"S.C. ""NordLinks"" S.R.L.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,31982,BRAHMAN-NY,Brahman Capital,En,1,1,256,0.00%,0.00%,0.00%,0
34236,26565,MDFDOR-ASN,City of Medford,En,1,1,256,0.00%,0.00%,0.00%,0
34236,44240,ALGORYTHM-AS,Algoritm Ltd.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,54197,COPIOSITY-...,"Copiosity, Inc.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,18080,APNIC-17652,Asia Pacific Network Information Centre,En,1,1,256,0.00%,0.00%,0.00%,0
34236,197864,IMd2-AS,"ACH, d.d., Ljubljana",En,1,1,256,0.00%,0.00%,0.00%,0
34236,45519,UGAM-SOLUT...,"UGAM SOLUTIONS PVT LTD,",En,1,1,256,0.00%,0.00%,0.00%,0
34236,61191,PERSIANTOOLS,"Abazarhaye Farsi Shabakeh (Persian Tools) Co.,LTD.",Co,1,1,256,0.00%,0.00%,0.00%,0
34236,54228,INVTECHNOL...,"Invision Technologies, LLC",En,1,1,256,0.00%,0.00%,0.00%,0
34236,61127,DOTA-PTY-LTD,DOTA PTY LTD,En,1,1,256,0.00%,0.00%,0.00%,0
34236,22715,CCDCSPRING...,"Qbase, Inc.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,39491,HOLIDAY-AUTOS,Holiday Autos GmbH,En,1,1,256,0.00%,0.00%,0.00%,0
34236,32214,AGIO,Agio LLC,En,1,1,256,0.00%,0.00%,0.00%,0
34236,36830,TELEHISPAN...,Telehispanic Services LLC,En,1,1,256,0.00%,0.00%,0.00%,0
34236,50906,LUCIAD,Luciad NV,En,1,1,256,0.00%,0.00%,0.00%,0
34236,51835,MyLAN,UNITEL LLC,En,1,1,256,0.00%,0.00%,0.00%,0
34236,54010,ASN-SIML,Kensai Asset Management L.P.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,52004,STOCKMANN-AS,Stockmann Oyj Abp,En,1,1,256,0.00%,0.00%,0.00%,0
34236,35117,verivox-as,"Verivox GmbH, Frankfurt, Germany",En,1,1,256,0.00%,0.00%,0.00%,0
34236,53351,TANDEM-DIA...,"Tandem Diabetes Care, Inc.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,46642,RAA-US-1,"Right&Above, LLC",En,1,1,256,0.00%,0.00%,0.00%,0
34236,198115,BakerTilly...,Baker Tilly Poland sp. z o.o.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,21665,MAGUIRE-PR...,Maguire Properties,En,1,1,256,0.00%,0.00%,0.00%,0
34236,39457,LHSYS-CH-AS,"BT ESPANA, COMPANIA DE SERVICIOS GLOBALES DE TELECOMUNICACIONES, SA",En,1,1,256,0.00%,0.00%,0.00%,0
34236,48398,DINERS-CLU...,HC CENTER druzba za informacijske tehnologije d.o.o.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,33507,DAXLLC,Sample Digital Holdings LLC,En,1,1,256,0.00%,0.00%,0.00%,0
34236,60837,PKT,"SatTel Corporation, Ltd.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,7975,CONFERENCE...,"Conference America, Inc.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,41788,HELPLINE,Diabolocom SAS,En,1,1,256,0.00%,0.00%,0.00%,0
34236,131780,ORION-IX-A...,PT Orion Cyber Internet,En,1,1,256,0.00%,0.00%,0.00%,0
34236,1611,ONLINE-BUD...,"Online Buddies, Inc.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,9130,HMS-AS,MTS OJSC,En,1,1,256,0.00%,0.00%,0.00%,0
34236,27270,SFM,SFM Mutual Insurance Company,En,1,1,256,0.00%,0.00%,0.00%,0
34236,49555,ATR,"BT ESPANA, COMPANIA DE SERVICIOS GLOBALES DE TELECOMUNICACIONES, SA",En,1,1,256,0.00%,0.00%,0.00%,0
34236,16199,MEGADATA-AS,SC Megadata SRL,En,1,1,256,0.00%,0.00%,0.00%,0
34236,15507,IT3GNS-AS,3G Network Services sp. z o.o.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,45198,MESANT-AU,"Level 10, 25 grenfell Street",En,1,1,256,0.00%,0.00%,0.00%,0
34236,25682,CONTRACTDA...,"Contract Datascan, Inc.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,51106,IGS-AS,"ZAO ""Intercomp""",En,1,1,256,0.00%,0.00%,0.00%,0
34236,41386,BIS-AS,"BT ESPANA, COMPANIA DE SERVICIOS GLOBALES DE TELECOMUNICACIONES, SA",En,1,1,256,0.00%,0.00%,0.00%,0
34236,24172,LINCHEIN-N...,Lin Chein Technology Co. Ltd.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,39222,KABELPLUS-AS,PP Kabel-Plus,En,1,1,256,0.00%,0.00%,0.00%,0
34236,33092,QED-FINANC...,"QED Financial Systems, Inc.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,9720,MTN-AP,MTN Net Design (a division of Dyltax ACN 003 308 361),Tr/Ac,1,1,256,0.00%,0.00%,0.00%,0
34236,43785,UVZ-AS,OJSC SIC URALVAGONZAVOD named after Felix E. Dzerzhinsky,En,1,1,256,0.00%,0.00%,0.00%,0
34236,57842,UralKonnek...,UralKonnektServis LLC,En,1,1,256,0.00%,0.00%,0.00%,0
34236,198527,ASN-MARCPOL,Margonet S.C. Przemyslaw Parzyjagla i Marcin Janik,En,1,1,256,0.00%,0.00%,0.00%,0
34236,45002,VOKA-AS,TUSMOBIL D.O.O.,En,1,1,256,0.00%,0.00%,0.00%,0
34236,24597,ITL-AS,Instytut Lacznosci - Panstwowy Instytut Badawczy,En,1,1,256,0.00%,0.00%,0.00%,0
34236,36451,FUJI-BEDFORD,"Fujifilm Microdisks U.S.A., Inc.",En,1,1,256,0.00%,0.00%,0.00%,0
34236,30245,BLUEFIRE-C...,BLUEFIRE CAPITAL,En,1,1,256,0.00%,0.00%,0.00%,0
34236,42041,INGOUA-AS,CJSC Joint Stock Insurance Company INGO Ukraine,En,1,1,256,0.00%,0.00%,0.00%,0
34236,54880,VERTICLOUD...,VertiCloud,En,1,1,256,0.00%,0.00%,0.00%,0
34236,25858,PCNET-WICHITA,PCNET,En,1,1,256,0.00%,0.00%,0.00%,0
34236,49174,RSO-AS,RENT SMART OFFICES SRL,En,1,1,256,0.00%,0.00%,0.00%,0
34236,53287,VARIANT,Variant Trading Institutional Group,En,1,1,256,0.00%,0.00%,0.00%,0
34236,58135,ASKALUGAAS...,ZAO Kaluga Astral,En,1,1,256,0.00%,0.00%,0.00%,0
34236,5705,COLUMBIA-C...,Columbia Community Credit Union,En,1,1,256,0.00%,0.00%,0.00%,0
34236,45394,EPKINET,KERIS,En,1,1,256,0.00%,0.00%,0.00%,0
34236,131761,IDNIC-INDO...,PT Pelabuhan Indonesia II,En,1,1,256,0.00%,0.00%,0.00%,0
