,Exploits,Fraudlent Services,Malware,Phishing,Spammers,Unlabelled,Unwanted Programs,Totals
2015-06-23,43.0,171.0,8159.0,324.0,0.0,0.0,268.0,8965.0
2015-06-24,29.0,410.0,7748.0,750.0,0.0,0.0,301.0,9238.0
2015-06-25,34.0,321.0,211132.0,1225.0,8.0,0.0,240.0,212960.0
2015-06-26,35.0,315.0,180433.0,1033.0,0.0,0.0,199.0,182015.0
2015-06-27,10.0,277.0,6142.0,1000.0,0.0,0.0,71.0,7500.0
2015-06-28,25.0,209.0,40602.0,467.0,0.0,0.0,89.0,41392.0
2015-06-29,39.0,584.0,8725.0,4193.0,1.0,0.0,258.0,13800.0
2015-06-30,811.0,4397.0,12614.0,1169.0,3.0,0.0,5424.0,24418.0
2015-07-01,577.0,963.0,46289.0,522.0,0.0,0.0,3821.0,52172.0
2015-07-02,24.0,254.0,8057.0,579.0,2.0,0.0,188.0,9104.0
2015-07-03,17.0,450.0,6728.0,175.0,0.0,0.0,138.0,7508.0
2015-07-04,27.0,138.0,5457.0,307.0,0.0,0.0,91.0,6020.0
2015-07-05,37.0,323.0,5125.0,219.0,0.0,0.0,101.0,5805.0
2015-07-06,25.0,206.0,6416.0,1358.0,2.0,0.0,312.0,8319.0
2015-07-07,42.0,1657.0,74671.0,589.0,3.0,0.0,239.0,77201.0
2015-07-08,24.0,227.0,5248.0,380.0,2.0,0.0,193.0,6074.0
2015-07-09,28.0,115.0,6195.0,616.0,3.0,0.0,207.0,7164.0
2015-07-10,19.0,137.0,15356.0,2550.0,1.0,0.0,244.0,18307.0
2015-07-11,700.0,494.0,9116.0,403.0,41.0,0.0,122.0,10876.0
2015-07-12,576.0,416.0,12292.0,337.0,45.0,0.0,80.0,13746.0
2015-07-13,125.0,293.0,11715.0,2042.0,5.0,0.0,182.0,14362.0
2015-07-14,83.0,429.0,7001.0,1112.0,2.0,0.0,192.0,8819.0
2015-07-15,124.0,172.0,212561.0,2430.0,1.0,0.0,334.0,215622.0
2015-07-16,105.0,138.0,217350.0,1430.0,0.0,0.0,264.0,219287.0
2015-07-17,34.0,84.0,12526.0,410.0,2.0,0.0,297.0,13353.0
2015-07-18,38.0,118.0,7342.0,375.0,13.0,0.0,299.0,8185.0
2015-07-19,40.0,185.0,209787.0,271.0,6.0,0.0,304.0,210593.0
2015-07-20,32.0,170.0,6938.0,281.0,5.0,0.0,189.0,7615.0
2015-07-21,37.0,86.0,42897.0,590.0,0.0,0.0,279.0,43889.0
2015-07-22,17.0,267.0,8308.0,846.0,2.0,0.0,220.0,9660.0
2015-07-23,53.0,443.0,11003.0,701.0,1.0,0.0,267.0,12468.0
2015-07-24,23.0,187.0,6905.0,819.0,1.0,0.0,253.0,8188.0
2015-07-25,36.0,155.0,9440.0,534.0,0.0,0.0,148.0,10313.0
2015-07-26,22.0,114.0,6652.0,653.0,0.0,0.0,137.0,7578.0
2015-07-27,25.0,178.0,6333.0,396.0,3.0,0.0,316.0,7251.0
2015-07-28,36.0,246.0,112117.0,1153.0,1.0,0.0,504.0,114057.0
2015-07-29,46.0,145.0,143288.0,1453.0,1.0,0.0,327.0,145260.0
2015-07-30,48.0,117.0,8262.0,796.0,0.0,0.0,352.0,9575.0
2015-07-31,43.0,148.0,82155.0,2875.0,10.0,0.0,366.0,85597.0
2015-08-01,21.0,93.0,42503.0,797.0,0.0,0.0,151.0,43565.0
2015-08-02,10.0,100.0,6719.0,665.0,1.0,0.0,184.0,7679.0
2015-08-03,14.0,4777.0,40317.0,534.0,0.0,0.0,240.0,45882.0
2015-08-04,18.0,233.0,8725.0,545.0,0.0,0.0,299.0,9820.0
2015-08-05,27.0,230.0,4902.0,561.0,0.0,0.0,297.0,6017.0
2015-08-06,47.0,1027.0,7160.0,1429.0,2.0,0.0,270.0,9935.0
2015-08-07,20.0,772.0,7031.0,671.0,0.0,0.0,222.0,8716.0
2015-08-08,21.0,305.0,5509.0,1096.0,0.0,0.0,153.0,7084.0
2015-08-09,10.0,123.0,4902.0,558.0,2.0,0.0,145.0,5740.0
2015-08-10,112.0,187.0,8320.0,760.0,1.0,0.0,238.0,9618.0
2015-08-11,20.0,235.0,7847.0,1656.0,0.0,0.0,320.0,10078.0
2015-08-12,21.0,222.0,9541.0,1536.0,41.0,0.0,325.0,11686.0
2015-08-13,33.0,150.0,6528.0,761.0,0.0,0.0,225.0,7697.0
2015-08-14,31.0,437.0,20522.0,857.0,2.0,0.0,241.0,22090.0
2015-08-15,19.0,184.0,5759.0,318.0,1.0,0.0,196.0,6477.0
2015-08-16,17.0,229.0,5357.0,553.0,0.0,0.0,125.0,6281.0
2015-08-17,70.0,181.0,8584.0,841.0,2.0,0.0,224.0,9902.0
2015-08-18,25.0,757.0,7400.0,1461.0,0.0,0.0,231.0,9874.0
2015-08-19,34.0,150.0,8797.0,930.0,1.0,0.0,295.0,10207.0
2015-08-20,15.0,110.0,10579.0,979.0,3.0,0.0,199.0,11885.0
2015-08-21,27.0,157.0,7031.0,586.0,0.0,0.0,236.0,8037.0
2015-08-22,12.0,91.0,7444.0,262.0,0.0,0.0,78.0,7887.0
2015-08-23,8.0,252.0,4803.0,229.0,0.0,0.0,59.0,5351.0
2015-08-24,24.0,253.0,19659.0,625.0,2.0,0.0,187.0,20750.0
2015-08-25,35.0,135.0,7017.0,463.0,1.0,0.0,117.0,7768.0
2015-08-26,42.0,174.0,7560.0,733.0,10.0,0.0,186.0,8705.0
2015-08-27,29.0,198.0,10724.0,3123.0,1.0,0.0,384.0,14459.0
2015-08-28,15.0,219.0,4211.0,623.0,0.0,0.0,173.0,5241.0
2015-08-29,15.0,149.0,6775.0,667.0,0.0,0.0,85.0,7691.0
2015-08-30,11.0,183.0,3444.0,368.0,3.0,0.0,100.0,4109.0
2015-08-31,26.0,256.0,38644.0,1250.0,8.0,0.0,647.0,40831.0
2015-09-01,44.0,139.0,76155.0,2316.0,3.0,0.0,1338.0,79995.0
2015-09-02,33.0,196.0,6183.0,748.0,1.0,0.0,406.0,7567.0
2015-09-03,31.0,138.0,6896.0,497.0,0.0,0.0,365.0,7927.0
2015-09-04,12.0,252.0,3733.0,364.0,0.0,0.0,184.0,4545.0
2015-09-05,7.0,132.0,3600.0,385.0,0.0,0.0,96.0,4220.0
2015-09-06,7.0,141.0,2641.0,620.0,2.0,0.0,230.0,3641.0
2015-09-07,26.0,254.0,3377.0,734.0,1.0,0.0,127.0,4519.0
2015-09-08,30.0,141.0,7714.0,1427.0,0.0,0.0,359.0,9671.0
2015-09-09,32.0,193.0,5413.0,1664.0,0.0,0.0,157.0,7459.0
2015-09-10,22.0,307.0,72175.0,786.0,0.0,0.0,139.0,73429.0
2015-09-11,15.0,251.0,40155.0,966.0,0.0,0.0,266.0,41653.0
2015-09-12,12.0,146.0,37591.0,287.0,0.0,0.0,168.0,38204.0
2015-09-13,17.0,126.0,36921.0,368.0,0.0,0.0,100.0,37532.0
2015-09-14,16.0,153.0,3731.0,602.0,0.0,0.0,221.0,4723.0
2015-09-15,36.0,155.0,5239.0,411.0,0.0,0.0,191.0,6032.0
2015-09-16,27.0,194.0,71570.0,558.0,0.0,0.0,244.0,72593.0
2015-09-17,42.0,258.0,10026.0,1557.0,0.0,0.0,190.0,12073.0
2015-09-18,35.0,429.0,17417.0,1019.0,1.0,0.0,274.0,19175.0
2015-09-19,26.0,193.0,5819.0,665.0,3.0,0.0,123.0,6829.0
2015-09-20,16.0,105.0,2267.0,543.0,1.0,0.0,84.0,3016.0
2015-09-21,35.0,191.0,39201.0,3328.0,0.0,0.0,398.0,43153.0
2015-09-22,137.0,475.0,8698.0,666.0,2.0,0.0,153.0,10131.0
2015-09-23,94.0,563.0,38503.0,368.0,17.0,0.0,162.0,39707.0
2015-09-24,322.0,721.0,4845.0,1187.0,63.0,0.0,267.0,7405.0
2015-09-25,32.0,92.0,6467.0,1252.0,0.0,0.0,254.0,8097.0
2015-09-26,18.0,297.0,2332.0,695.0,2.0,0.0,94.0,3438.0
2015-09-27,13.0,247.0,1216.0,334.0,0.0,0.0,86.0,1896.0
2015-09-28,18.0,117.0,9362.0,1396.0,0.0,0.0,204.0,11097.0
2015-09-29,11.0,99.0,19129.0,784.0,0.0,0.0,240.0,20263.0
2015-09-30,13.0,83.0,2488.0,821.0,1.0,0.0,192.0,3598.0
2015-10-01,330.0,331.0,13368.0,3414.0,4.0,0.0,192.0,17639.0
2015-10-02,18.0,141.0,2039.0,1495.0,0.0,0.0,145.0,3838.0
2015-10-03,11.0,147.0,11137.0,365.0,0.0,0.0,92.0,11752.0
2015-10-04,14.0,143.0,1428.0,465.0,0.0,0.0,86.0,2136.0
2015-10-05,35.0,135.0,1735.0,415.0,0.0,0.0,99.0,2419.0
2015-10-06,27.0,243.0,4359.0,785.0,0.0,0.0,166.0,5580.0
2015-10-07,32.0,231.0,5994.0,627.0,1.0,0.0,242.0,7127.0
2015-10-08,26.0,403.0,3965.0,537.0,0.0,0.0,175.0,5106.0
2015-10-09,17.0,191.0,1377.0,704.0,1.0,0.0,159.0,2449.0
2015-10-10,13.0,3945.0,1492.0,771.0,0.0,0.0,178.0,6399.0
2015-10-11,9.0,249.0,1251.0,1068.0,0.0,0.0,154.0,2731.0
2015-10-12,20.0,190.0,1568.0,786.0,2.0,0.0,150.0,2716.0
2015-10-13,13.0,259.0,2827.0,740.0,3.0,0.0,305.0,4147.0
2015-10-14,38.0,182.0,5175.0,1599.0,0.0,0.0,92.0,7086.0
2015-10-15,13.0,118.0,69711.0,766.0,0.0,0.0,200.0,70808.0
2015-10-16,27.0,314.0,15509.0,847.0,1.0,0.0,184.0,16882.0
2015-10-17,40.0,277.0,2820.0,472.0,1.0,0.0,84.0,3694.0
2015-10-18,10.0,151.0,1088.0,384.0,0.0,0.0,81.0,1714.0
2015-10-19,29.0,157.0,18664.0,417.0,0.0,0.0,142.0,19409.0
2015-10-20,66.0,847.0,8109.0,798.0,3.0,0.0,319.0,10142.0
2015-10-21,92.0,566.0,63753.0,936.0,2.0,0.0,276.0,65625.0
2015-10-22,100.0,352.0,3647.0,459.0,1.0,0.0,262.0,4821.0
2015-10-23,50.0,182.0,4339.0,462.0,0.0,0.0,183.0,5216.0
2015-10-24,59.0,190.0,2415.0,375.0,0.0,0.0,96.0,3135.0
2015-10-25,8.0,158.0,1344.0,356.0,0.0,0.0,52.0,1918.0
2015-10-26,226.0,371.0,5914.0,1155.0,5.0,0.0,292.0,7963.0
2015-10-27,254.0,456.0,15866.0,1673.0,4.0,0.0,173.0,18426.0
2015-10-28,30.0,152.0,1459.0,493.0,2.0,0.0,158.0,2294.0
2015-10-29,34.0,231.0,3015.0,604.0,1.0,0.0,290.0,4175.0
2015-10-30,29.0,193.0,5800.0,758.0,3.0,0.0,301.0,7084.0
2015-10-31,26.0,142.0,1530.0,467.0,1.0,0.0,79.0,2245.0
2015-11-01,20.0,235.0,2097.0,362.0,3.0,0.0,108.0,2825.0
2015-11-02,33.0,164.0,2670.0,716.0,0.0,0.0,538.0,4121.0
2015-11-03,42.0,239.0,8872.0,782.0,0.0,0.0,268.0,10203.0
2015-11-04,23.0,283.0,47124.0,5756.0,0.0,0.0,544.0,53730.0
2015-11-05,20.0,256.0,150722.0,3350.0,1.0,0.0,416.0,154765.0
2015-11-06,25.0,947.0,287727.0,1021.0,6.0,0.0,535.0,290261.0
2015-11-07,35.0,1517.0,4792.0,879.0,0.0,0.0,159.0,7382.0
2015-11-08,9.0,367.0,36566.0,325.0,2.0,0.0,97.0,37366.0
2015-11-09,22.0,610.0,6223.0,1346.0,1.0,0.0,246.0,8448.0
2015-11-10,44.0,2565.0,42462.0,1493.0,1.0,0.0,396.0,46961.0
2015-11-11,25.0,3082.0,7265.0,959.0,6.0,0.0,377.0,11714.0
2015-11-12,18.0,727.0,11262.0,1469.0,0.0,0.0,324.0,13800.0
2015-11-13,20.0,172.0,9814.0,1642.0,4.0,0.0,370.0,12022.0
2015-11-14,34.0,350.0,6573.0,719.0,4.0,0.0,167.0,7847.0
2015-11-15,15.0,1006.0,3707.0,866.0,5.0,0.0,159.0,5758.0
2015-11-16,17.0,489.0,14793.0,1984.0,2.0,0.0,352.0,17637.0
2015-11-17,56.0,3340.0,11719.0,2565.0,0.0,0.0,234.0,17914.0
2015-11-18,38.0,1325.0,42938.0,2556.0,2.0,0.0,376.0,47235.0
2015-11-19,34.0,356.0,8058.0,988.0,0.0,0.0,748.0,10184.0
2015-11-20,78.0,632.0,88794.0,4309.0,0.0,0.0,578.0,94391.0
2015-11-21,39.0,615.0,43551.0,1076.0,0.0,0.0,305.0,45586.0
2015-11-22,45.0,414.0,6694.0,591.0,0.0,0.0,212.0,7956.0
2015-11-23,24.0,415.0,50273.0,997.0,2.0,0.0,371.0,52082.0
2015-11-24,25.0,335.0,3612.0,1369.0,3.0,0.0,336.0,5680.0
2015-11-25,30.0,411.0,6387.0,1054.0,2.0,0.0,262.0,8146.0
2015-11-26,43.0,672.0,7019.0,1181.0,2.0,0.0,269.0,9186.0
2015-11-27,43.0,461.0,3864.0,1186.0,1.0,0.0,295.0,5850.0
2015-11-28,27.0,645.0,5152.0,1338.0,1.0,0.0,2024.0,9187.0
2015-11-29,15.0,152.0,2392.0,649.0,2.0,0.0,565.0,3775.0
2015-11-30,34.0,222.0,5020.0,1409.0,4.0,0.0,608.0,7297.0
2015-12-01,44.0,309.0,7336.0,3853.0,3.0,0.0,663.0,12208.0
2015-12-02,24.0,577.0,38348.0,993.0,0.0,0.0,494.0,40436.0
2015-12-03,35.0,313.0,42751.0,5250.0,0.0,0.0,942.0,49291.0
2015-12-04,24.0,1584.0,7589.0,3596.0,1.0,0.0,472.0,13266.0
2015-12-05,49.0,715.0,5219.0,646.0,5.0,0.0,299.0,6933.0
2015-12-06,48.0,461.0,39410.0,1261.0,1.0,0.0,241.0,41422.0
2015-12-07,38.0,490.0,3362.0,1638.0,2.0,0.0,265.0,5795.0
2015-12-08,46.0,689.0,6911.0,945.0,3.0,0.0,233.0,8827.0
2015-12-09,41.0,457.0,5851.0,1116.0,0.0,0.0,190.0,7655.0
2015-12-10,64.0,745.0,6212.0,1279.0,2.0,0.0,242.0,8544.0
2015-12-11,43.0,420.0,3986.0,977.0,3.0,0.0,261.0,5690.0
2015-12-12,45.0,776.0,4803.0,890.0,0.0,0.0,90.0,6604.0
2015-12-13,47.0,478.0,6985.0,1838.0,1.0,0.0,182.0,9531.0
2015-12-14,43.0,549.0,40584.0,1454.0,1.0,0.0,312.0,42943.0
2015-12-15,41.0,838.0,174636.0,1524.0,1.0,0.0,268.0,177308.0
2015-12-16,34.0,34339.0,39526.0,2473.0,0.0,0.0,233.0,76605.0
2015-12-17,39.0,297.0,180733.0,2350.0,2.0,0.0,360.0,183781.0
2015-12-18,92.0,1658.0,279633.0,2448.0,0.0,0.0,373.0,284204.0
2015-12-19,33.0,463.0,141506.0,994.0,2.0,0.0,179.0,143177.0
2015-12-20,58.0,633.0,38867.0,1042.0,0.0,0.0,157.0,40757.0
2015-12-21,26.0,518.0,72252.0,813.0,2.0,0.0,394.0,74005.0
2015-12-22,55.0,631.0,208097.0,1106.0,1.0,0.0,341.0,210231.0
2015-12-23,26.0,210.0,38818.0,1128.0,3.0,0.0,230.0,40415.0
2015-12-24,40.0,146.0,212355.0,1365.0,0.0,0.0,281.0,214187.0
2015-12-25,27.0,179.0,42943.0,1393.0,1.0,0.0,213.0,44756.0
2015-12-26,29.0,410.0,2873.0,1011.0,0.0,0.0,111.0,4434.0
2015-12-27,38.0,291.0,70256.0,1696.0,1.0,0.0,112.0,72394.0
2015-12-28,52.0,646.0,140790.0,1274.0,18.0,0.0,234.0,143014.0
2015-12-29,48.0,290.0,144182.0,2328.0,10.0,0.0,236.0,147094.0
2015-12-30,34.0,586.0,76427.0,1115.0,15.0,0.0,196.0,78373.0
2015-12-31,35.0,299.0,108098.0,1390.0,0.0,0.0,144.0,109966.0
2016-01-01,31.0,225.0,210260.0,1037.0,2.0,0.0,125.0,211680.0
2016-01-02,35.0,983.0,38393.0,2195.0,3.0,0.0,124.0,41733.0
2016-01-03,18.0,168.0,344467.0,1101.0,0.0,0.0,150.0,345904.0
2016-01-04,18.0,34529.0,378393.0,1117.0,1.0,0.0,236.0,414294.0
2016-01-05,63.0,6493.0,208310.0,1136.0,1.0,0.0,370.0,216373.0
2016-01-06,133.0,500.0,170489.0,2186.0,6.0,0.0,324.0,173638.0
2016-01-07,83.0,1024.0,91584.0,2115.0,0.0,0.0,456.0,95262.0
2016-01-08,68.0,829.0,111686.0,1429.0,0.0,0.0,364.0,114376.0
2016-01-09,32.0,164.0,6375.0,914.0,1.0,0.0,337.0,7823.0
2016-01-10,20.0,133.0,173527.0,1315.0,1.0,0.0,169.0,175165.0
2016-01-11,90.0,231.0,75107.0,1185.0,14.0,0.0,607.0,77234.0
2016-01-12,39.0,168.0,278906.0,1566.0,0.0,0.0,689.0,281368.0
2016-01-13,69.0,256.0,280131.0,1527.0,5.0,0.0,667.0,282655.0
2016-01-14,74.0,485.0,246336.0,1886.0,4.0,0.0,704.0,249489.0
2016-01-15,78.0,304.0,212681.0,2221.0,23.0,0.0,591.0,215898.0
2016-01-16,57.0,397.0,175327.0,885.0,1.0,0.0,321.0,176988.0
2016-01-17,50.0,232.0,344892.0,989.0,0.0,0.0,316.0,346479.0
2016-01-18,67.0,471.0,74508.0,2102.0,12.0,0.0,467.0,77627.0
2016-01-19,69.0,395.0,246641.0,1880.0,0.0,0.0,573.0,249558.0
2016-01-20,61.0,198.0,108386.0,2193.0,3.0,0.0,383.0,111224.0
2016-01-21,104.0,557.0,10594.0,1837.0,2.0,0.0,278.0,13372.0
2016-01-22,74.0,484.0,43809.0,2445.0,2.0,0.0,382.0,47196.0
2016-01-23,65.0,698.0,39713.0,1376.0,4.0,0.0,212.0,42068.0
2016-01-24,46.0,192.0,176874.0,2024.0,0.0,0.0,236.0,179372.0
2016-01-25,58.0,357.0,72435.0,2103.0,7.0,0.0,317.0,75277.0
2016-01-26,43.0,273.0,214222.0,1730.0,3.0,0.0,272.0,216543.0
2016-01-27,40.0,1015.0,4883.0,2153.0,14.0,0.0,311.0,8416.0
2016-01-28,53.0,151.0,177929.0,2789.0,3.0,0.0,394.0,181319.0
2016-01-29,46.0,553.0,4352.0,2187.0,0.0,0.0,334.0,7472.0
2016-01-30,34.0,272.0,6482.0,1803.0,17.0,0.0,278.0,8886.0
2016-01-31,51.0,230.0,39153.0,1823.0,0.0,0.0,378.0,41635.0
2016-02-01,50.0,738.0,7988.0,1515.0,1.0,0.0,809.0,11101.0
2016-02-02,67.0,569.0,41224.0,5404.0,0.0,0.0,668.0,47932.0
2016-02-03,64.0,413.0,6915.0,1434.0,1.0,0.0,702.0,9529.0
2016-02-04,68.0,445.0,38522.0,1253.0,0.0,0.0,672.0,40960.0
2016-02-05,60.0,1387.0,175825.0,1358.0,2.0,0.0,543.0,179175.0
2016-02-06,48.0,280.0,108759.0,1169.0,4.0,0.0,315.0,110575.0
2016-02-07,66.0,136.0,106319.0,888.0,0.0,0.0,260.0,107669.0
2016-02-08,57.0,433.0,38625.0,878.0,5.0,0.0,565.0,40563.0
2016-02-09,85.0,202.0,9774.0,760.0,0.0,0.0,2177.0,12998.0
2016-02-10,78.0,505.0,9993.0,1094.0,2.0,0.0,521.0,12193.0
2016-02-11,75.0,379.0,111303.0,1061.0,1.0,0.0,576.0,113395.0
2016-02-12,82.0,338.0,145838.0,1433.0,1.0,0.0,716.0,148408.0
2016-02-13,70.0,226.0,39477.0,945.0,4.0,0.0,493.0,41215.0
2016-02-14,62.0,431.0,76682.0,1358.0,0.0,0.0,332.0,78865.0
2016-02-15,119.0,253.0,277455.0,3625.0,7.0,0.0,800.0,282259.0
2016-02-16,74.0,331.0,181035.0,3800.0,4.0,0.0,1137.0,186381.0
2016-02-17,36.0,282.0,109952.0,2064.0,0.0,0.0,802.0,113136.0
2016-02-18,63.0,206.0,39060.0,865.0,14.0,0.0,471.0,40679.0
2016-02-19,81.0,414.0,72957.0,710.0,6.0,0.0,447.0,74615.0
2016-02-20,96.0,393.0,208509.0,905.0,23.0,0.0,699.0,210625.0
2016-02-21,32.0,186.0,5844.0,880.0,9.0,0.0,353.0,7304.0
2016-02-22,148.0,377.0,48402.0,1730.0,18.0,0.0,667.0,51342.0
2016-02-23,136.0,400.0,5617.0,1068.0,6.0,0.0,723.0,7950.0
2016-02-24,225.0,436.0,13940.0,2258.0,10.0,0.0,626.0,17495.0
2016-02-25,88.0,333.0,47268.0,1012.0,14.0,0.0,484.0,49199.0
2016-02-26,36.0,199.0,11074.0,1813.0,4.0,0.0,427.0,13553.0
2016-02-27,131.0,315.0,39253.0,3326.0,16.0,0.0,216.0,43257.0
2016-02-28,187.0,237.0,141896.0,2206.0,29.0,0.0,217.0,144772.0
2016-02-29,67.0,174.0,4348.0,596.0,10.0,0.0,370.0,5565.0
2016-03-01,62.0,306.0,6805.0,1441.0,13.0,0.0,436.0,9063.0
2016-03-02,54.0,211.0,40021.0,745.0,9.0,0.0,377.0,41417.0
2016-03-03,118.0,254.0,4405.0,723.0,13.0,0.0,414.0,5927.0
2016-03-04,45.0,247.0,7354.0,3381.0,7.0,0.0,443.0,11477.0
2016-03-05,42.0,240.0,38075.0,463.0,10.0,0.0,226.0,39056.0
2016-03-06,27.0,128.0,70692.0,937.0,5.0,0.0,214.0,72003.0
2016-03-07,60.0,294.0,38126.0,1695.0,2.0,0.0,372.0,40549.0
2016-03-08,83.0,274.0,78685.0,1788.0,9.0,0.0,416.0,81255.0
2016-03-09,592.0,298.0,11741.0,2575.0,14.0,0.0,484.0,15704.0
2016-03-10,513.0,368.0,6555.0,983.0,2.0,0.0,322.0,8743.0
2016-03-11,37.0,154.0,77290.0,1960.0,6.0,0.0,557.0,80004.0
2016-03-12,36.0,180.0,39514.0,766.0,6.0,0.0,266.0,40768.0
2016-03-13,19.0,256.0,40575.0,817.0,2.0,0.0,211.0,41880.0
2016-03-14,20.0,366.0,38208.0,1140.0,2.0,0.0,513.0,40249.0
2016-03-15,29.0,247.0,244097.0,2303.0,3.0,0.0,439.0,247118.0
2016-03-16,110.0,466.0,111790.0,1942.0,4.0,0.0,576.0,114888.0
2016-03-17,39.0,247.0,41950.0,1105.0,1.0,0.0,519.0,43861.0
2016-03-18,53.0,283.0,6554.0,2661.0,2.0,0.0,397.0,9950.0
2016-03-19,76.0,304.0,7866.0,1278.0,5.0,0.0,189.0,9718.0
2016-03-20,30.0,179.0,3529.0,583.0,1.0,0.0,292.0,4614.0
2016-03-21,174.0,568.0,44351.0,2455.0,19.0,0.0,987.0,48554.0
2016-03-22,57.0,359.0,47526.0,2190.0,3.0,0.0,724.0,50859.0
2016-03-23,95.0,257.0,277642.0,1508.0,4.0,0.0,639.0,280145.0
2016-03-24,39.0,324.0,39902.0,2516.0,5.0,0.0,507.0,43293.0
2016-03-25,39.0,205.0,43781.0,2245.0,1.0,0.0,365.0,46636.0
2016-03-26,54.0,268.0,14065.0,2754.0,3.0,0.0,223.0,17367.0
2016-03-27,39.0,297.0,38070.0,1617.0,0.0,0.0,145.0,40168.0
2016-03-28,67.0,250.0,143410.0,1985.0,6.0,0.0,458.0,146176.0
2016-03-29,70.0,201.0,7193.0,1129.0,1.0,0.0,426.0,9020.0
2016-03-30,66.0,422.0,40858.0,1141.0,2.0,0.0,387.0,42876.0
2016-03-31,72.0,200.0,9020.0,2219.0,1.0,0.0,410.0,11922.0
2016-04-01,46.0,211.0,80660.0,4297.0,3.0,0.0,381.0,85598.0
2016-04-02,54.0,213.0,75561.0,2045.0,2.0,0.0,202.0,78077.0
2016-04-03,47.0,173.0,210581.0,2473.0,1.0,0.0,161.0,213436.0
2016-04-04,71.0,191.0,43404.0,1013.0,0.0,0.0,528.0,45207.0
2016-04-05,94.0,516.0,72860.0,2528.0,5.0,0.0,469.0,76472.0
2016-04-06,90.0,427.0,44767.0,1560.0,4.0,0.0,539.0,47387.0
2016-04-07,96.0,223.0,89760.0,1986.0,1.0,0.0,423.0,92489.0
2016-04-08,126.0,385.0,45983.0,2312.0,0.0,0.0,394.0,49200.0
2016-04-09,108.0,205.0,39742.0,1230.0,2.0,0.0,149.0,41436.0
2016-04-10,107.0,205.0,141770.0,981.0,3.0,0.0,184.0,143250.0
2016-04-11,104.0,219.0,108703.0,1227.0,3.0,0.0,295.0,110551.0
2016-04-12,90.0,297.0,76665.0,2796.0,0.0,0.0,285.0,80133.0
2016-04-13,99.0,394.0,44554.0,3640.0,1.0,0.0,225.0,48913.0
2016-04-14,118.0,387.0,41660.0,1469.0,3.0,0.0,234.0,43871.0
2016-04-15,88.0,371.0,7317.0,2568.0,1.0,0.0,263.0,10608.0
2016-04-16,88.0,270.0,3888.0,1702.0,2.0,0.0,204.0,6154.0
2016-04-17,119.0,435.0,12243.0,3203.0,4.0,0.0,160.0,16164.0
2016-04-18,84.0,373.0,6508.0,1379.0,1.0,0.0,345.0,8690.0
2016-04-19,59.0,462.0,6556.0,1627.0,2.0,0.0,374.0,9080.0
2016-04-20,36.0,448.0,110072.0,2494.0,0.0,0.0,525.0,113575.0
2016-04-21,229.0,531.0,313592.0,1551.0,0.0,0.0,584.0,316487.0
2016-04-22,524.0,518.0,211981.0,1102.0,0.0,0.0,591.0,214716.0
2016-04-23,65.0,472.0,73464.0,849.0,5.0,0.0,234.0,75089.0
2016-04-24,63.0,328.0,41669.0,2033.0,0.0,0.0,199.0,44292.0
2016-04-25,82.0,523.0,39831.0,2045.0,2.0,0.0,902.0,43385.0
2016-04-26,134.0,505.0,245353.0,1973.0,2.0,0.0,903.0,248870.0
2016-04-27,119.0,364.0,213302.0,2029.0,4.0,0.0,649.0,216467.0
2016-04-28,89.0,922.0,78108.0,2519.0,0.0,0.0,391.0,82029.0
2016-04-29,83.0,293.0,7488.0,1056.0,0.0,0.0,313.0,9233.0
2016-04-30,40.0,417.0,5855.0,744.0,1.0,0.0,166.0,7223.0
2016-05-01,35.0,268.0,4927.0,983.0,1.0,0.0,167.0,6381.0
2016-05-02,69.0,466.0,108295.0,931.0,1.0,0.0,516.0,110278.0
2016-05-03,94.0,466.0,78973.0,1063.0,2.0,0.0,305.0,80903.0
2016-05-04,132.0,317.0,74004.0,864.0,2.0,0.0,347.0,75666.0
2016-05-05,58.0,480.0,45245.0,804.0,0.0,0.0,285.0,46872.0
2016-05-06,67.0,528.0,44818.0,790.0,2.0,0.0,370.0,46575.0
2016-05-07,36.0,2705.0,3000.0,537.0,3.0,0.0,152.0,6433.0
2016-05-08,31.0,515.0,3397.0,293.0,1.0,0.0,126.0,4363.0
2016-05-09,46.0,293.0,174388.0,580.0,2.0,0.0,385.0,175694.0
2016-05-10,41.0,558.0,40417.0,3034.0,1.0,0.0,635.0,44686.0
2016-05-11,64.0,831.0,73790.0,1445.0,1.0,0.0,296.0,76427.0
2016-05-12,173.0,605.0,39543.0,2465.0,1.0,0.0,484.0,43271.0
2016-05-13,49.0,335.0,40102.0,1113.0,1.0,0.0,342.0,41942.0
2016-05-14,36.0,364.0,37115.0,766.0,1.0,0.0,222.0,38504.0
2016-05-15,31.0,187.0,2474.0,375.0,2.0,0.0,168.0,3237.0
2016-05-16,29.0,244.0,245605.0,1335.0,0.0,0.0,388.0,247601.0
2016-05-17,64.0,358.0,115945.0,2464.0,0.0,0.0,508.0,119339.0
2016-05-18,97.0,429.0,319255.0,2180.0,4.0,0.0,609.0,322574.0
2016-05-19,45.0,364.0,75316.0,1318.0,3.0,0.0,478.0,77524.0
2016-05-20,61.0,696.0,77228.0,3580.0,1.0,0.0,463.0,82029.0
2016-05-21,126.0,350.0,75880.0,899.0,6.0,0.0,220.0,77481.0
2016-05-22,46.0,272.0,41003.0,412.0,1.0,0.0,123.0,41857.0
